time,size
0.016,1006916
0.018,1006216
0.023,1006410
0.023,1005820
0.023,997863
0.025,1003679
0.026,1004043
0.03,1005046
0.031,1007503
0.034,1003331
0.037,1001603
0.038,1003571
0.038,994391
0.045,995199
0.046,992548
0.05,996710
0.05,995891
0.051,1000162
0.054,986495
0.056,986712
0.057,979285
0.064,980882
0.067,978923
0.069,970859
0.069,961121
0.069,950898
0.075,952656
0.076,949323
0.079,952483
0.079,959146
0.079,965330
0.082,966602
0.083,966773
0.087,966420
0.088,966515
0.089,966728
0.095,971595
0.096,976591
0.102,983284
0.112,986854
0.115,978450
0.117,981612
0.124,982012
0.127,981616
0.13,984386
0.131,990806
0.132,991835
0.136,993009
0.139,997444
0.141,996561
0.143,995279
0.158,992714
0.159,991383
0.16,996572
0.162,998972
0.166,992881
0.168,981928
0.17,969572
0.173,979643
0.173,974312
0.182,979039
0.183,981053
0.186,989262
0.187,996653
0.188,994468
0.19,990008
0.192,991904
0.196,988370
0.197,984441
0.2,980322
0.201,979441
0.201,982040
0.203,985087
0.205,992039
0.205,989347
0.21,997412
0.218,995382
0.224,997786
0.228,991624
0.229,989387
0.236,989199
0.238,992083
0.246,988636
