time,size
0.001,993665
0.005,994035
0.008,997678
0.011,990677
0.018,988813
0.019,982416
0.02,974281
0.022,972974
0.023,976900
0.025,968856
0.038,968387
0.051,965003
0.056,977643
0.056,977545
0.058,979242
0.059,983942
0.064,986662
0.064,986222
0.068,983772
0.073,986915
0.077,983400
0.085,975732
0.085,972720
0.086,972759
0.088,970267
0.094,960913
0.094,978787
0.1,978094
0.108,977740
0.109,974592
0.113,967040
0.116,973169
0.116,973673
0.118,974278
0.12,966246
0.122,961948
0.13,955304
0.131,951155
0.137,948341
0.146,934449
0.148,933620
0.149,937368
0.149,939120
0.15,936559
0.151,933135
0.153,936239
0.154,931301
0.156,926888
0.158,918405
0.158,918850
0.166,921811
0.166,922175
0.167,920721
0.18,923680
0.183,922564
0.185,925250
0.186,929610
0.187,932194
0.191,934990
0.195,943945
0.197,952718
0.197,966666
0.199,963344
0.203,956425
0.203,954557
0.204,948019
0.206,950224
0.207,949380
0.214,944266
0.214,940986
0.216,956543
0.219,957172
0.242,959475
