time,size
0.003,999299
0.003,992938
0.004,991418
0.005,990850
0.007,998241
0.013,997227
0.013,1003628
0.016,1002943
0.02,1011542
0.02,1017684
0.022,998173
0.024,995446
0.029,987755
0.029,982800
0.029,975471
0.034,977114
0.035,972896
0.035,970639
0.035,968880
0.039,974245
0.039,978778
0.046,982442
0.047,984180
0.048,980336
0.05,976423
0.052,977403
0.053,979139
0.055,980541
0.056,974915
0.059,979146
0.067,985793
0.068,986770
0.074,983518
0.075,994385
0.084,997207
0.092,999544
0.092,990039
0.096,977206
0.096,975241
0.097,959234
0.101,963132
0.102,960413
0.103,965547
0.104,960033
0.105,953816
0.106,958825
0.107,953199
0.107,949164
0.111,948827
0.115,951416
0.116,949454
0.117,948335
0.12,949867
0.12,954229
0.125,946085
0.128,954581
0.129,957616
0.13,959059
0.13,961848
0.133,957302
0.136,961263
0.139,973170
0.141,974616
0.141,975366
0.141,972767
0.145,975535
0.145,960067
0.146,956781
0.147,947680
0.147,949227
0.15,948685
0.154,952108
0.155,957767
0.158,965342
0.16,960633
0.162,956493
0.167,956098
0.169,960064
0.172,952544
0.173,954342
0.174,954518
0.183,956133
0.183,956281
0.185,961796
0.198,968857
0.198,953000
0.199,949851
0.2,947735
0.203,940841
0.203,943041
0.203,946628
0.209,944779
0.218,946084
0.221,941117
0.221,945099
0.223,929994
0.225,931436
0.228,926009
0.23,922202
0.234,923458
0.235,925344
0.235,933607
0.241,933720
