time,size
0.013,1002677
0.018,1002888
0.022,1005612
0.023,995895
0.024,990468
0.027,987712
0.029,981416
0.03,974676
0.032,969632
0.033,964725
0.037,965318
0.037,975224
0.04,972457
0.041,976258
0.045,973232
0.047,971070
0.05,975074
0.051,977711
0.052,977384
0.06,978100
0.072,979428
0.076,978418
0.078,974196
0.08,986905
0.082,987605
0.086,987589
0.09,990040
0.095,992840
0.096,998465
0.097,995900
0.102,995186
0.107,996853
0.109,996176
0.118,1002908
0.123,995962
0.125,993860
0.126,990993
0.127,988251
0.128,986578
0.133,987551
0.134,993372
0.135,994986
0.139,992280
0.141,999398
0.145,1002033
0.145,1006360
0.147,1012114
0.149,1021424
0.153,1024343
0.154,1023889
0.155,1029700
0.16,1033624
0.165,1032787
0.168,1029620
0.171,1025226
0.172,1024030
0.178,1018873
0.18,1010657
0.181,1007970
0.183,997192
0.183,996667
0.183,993118
0.184,998259
0.189,995352
0.191,990592
0.197,985309
0.207,993033
0.209,985478
0.209,991848
0.211,992663
0.214,1002228
0.214,999616
0.219,997389
0.228,995461
0.229,997094
0.231,996775
0.235,994703
0.235,989271
0.238,990380
0.244,992120
