time,size
0.0,993960
0.002,996927
0.002,1001165
0.007,1007800
0.009,1015624
0.018,1018214
0.028,1009453
0.029,1016744
0.036,1015139
0.042,1011697
0.045,1008109
0.051,1003287
0.053,996715
0.057,994949
0.062,994958
0.077,992730
0.082,988973
0.083,994237
0.088,990846
0.093,988017
0.094,983966
0.096,987478
0.096,982522
0.096,984290
0.103,982118
0.104,974703
0.106,975889
0.108,981483
0.108,987742
0.108,979357
0.11,984479
0.111,978008
0.112,980279
0.115,979759
0.115,978800
0.115,984307
0.116,980581
0.128,985034
0.128,993090
0.132,990420
0.134,996719
0.139,1003676
0.143,1003487
0.144,997670
0.146,992281
0.146,995299
0.151,990386
0.152,989980
0.154,983257
0.159,977402
0.16,975654
0.166,976549
0.166,978693
0.167,985952
0.172,992639
0.178,980313
0.179,986393
0.181,993666
0.183,997932
0.185,990611
0.189,992251
0.193,996697
0.195,992369
0.198,993008
0.2,994791
0.201,994135
0.203,998007
0.207,1000058
0.21,1003187
0.212,999040
0.218,986652
0.221,983849
0.223,978977
0.233,980439
0.234,978958
0.242,977743
