time,size
0.001,1002071
0.006,1006724
0.007,1011012
0.012,1003628
0.017,1006529
0.018,1008705
0.019,1001484
0.027,996637
0.029,1000716
0.03,1003347
0.034,1007854
0.039,996896
0.04,990800
0.041,990999
0.046,993142
0.046,994322
0.05,987713
0.056,988400
0.057,991151
0.057,995549
0.062,1001149
0.065,995544
0.067,993763
0.07,999130
0.072,1001735
0.072,995809
0.073,1000899
0.085,1003731
0.087,1009564
0.089,1012418
0.089,1013179
0.09,1017828
0.095,1020080
0.099,1020697
0.099,1022030
0.103,1021926
0.116,1022713
0.117,1022540
0.12,1021155
0.122,1018753
0.126,1025007
0.131,1022717
0.131,1013440
0.131,1021104
0.136,1025678
0.141,1026974
0.145,1028782
0.148,1023382
0.165,1017905
0.169,1014988
0.169,1008468
0.172,1003323
0.174,999667
0.175,1003014
0.175,1003050
0.175,1009744
0.176,1010758
0.179,1020525
0.179,1020271
0.187,1025793
0.19,1027608
0.193,1028935
0.198,1033257
0.199,1017922
0.201,1018754
0.203,1021059
0.219,1017863
0.222,1013560
0.23,1022950
0.234,1024553
0.236,1012312
0.237,1018171
0.239,1017328
0.239,1013151
0.244,1016504
