time,size
1.055,1009019
1.226,1001877
2.223,1001357
2.405,1008586
2.749,1002813
6.167,1004568
6.68,1000863
6.986,1009761
11.679,1010170
14.204,1008327
14.394,1004374
15.181,1003577
15.581,1004066
15.86,1010317
16.374,1014718
17.818,1015120
18.658,1016088
18.695,1019903
19.996,1013262
20.361,1007118
24.188,1006221
24.696,1013487
25.536,1012513
26.243,1018072
27.826,1009670
28.013,1013903
30.068,1009569
30.159,1005424
30.497,1003921
33.476,998589
33.521,998990
33.755,1000441
34.027,1009648
34.901,1011278
35.792,1008883
36.263,1002800
37.247,999621
37.352,1003946
38.327,997461
39.354,990579
39.621,997226
39.884,993799
39.979,985695
41.727,990249
42.182,978698
42.661,981659
42.753,981573
43.019,986080
43.381,991254
44.823,988286
44.848,987459
45.319,994128
45.727,985645
46.043,984809
46.515,993747
46.685,991836
47.301,995510
48.11,994703
48.321,991594
50.067,992905
50.93,992076
51.431,992788
56.566,1001600
58.16,1010075
58.216,1009816
58.78,1016555
58.988,1018938
59.354,1018677
60.88,1035834
62.684,1039354
63.676,1038479
63.839,1041204
64.271,1042596
64.709,1040041
65.287,1030919
66.611,1033783
66.624,1034975
67.048,1032341
67.314,1035741
68.983,1030955
69.574,1033471
69.708,1034073
69.955,1034338
73.182,1037863
73.198,1041948
73.684,1049839
74.418,1045497
75.519,1047655
75.763,1057244
76.792,1065053
79.047,1064901
79.549,1062982
79.958,1060946
80.057,1061173
80.997,1052615
82.752,1047815
83.349,1052852
83.681,1050350
84.754,1049488
88.919,1045671
89.585,1040874
90.422,1049011
91.674,1047142
92.538,1040706
94.445,1036842
94.575,1038365
94.657,1033531
94.74,1029786
96.374,1028928
97.622,1024074
99.731,1015722
100.25,1018975
100.405,1016183
102.698,1010737
105.81,1011157
107.32,1015117
110.081,1015123
112.169,1015173
113.212,1013798
115.54,1013722
115.731,1015389
116.902,1020648
118.173,1025610
118.427,1020669
118.861,1022615
120.33,1023021
121.498,1023860
122.489,1027977
122.855,1032117
123.203,1022883
123.338,1020088
124.255,1012239
124.67,1006902
125.525,1012877
128.314,1009745
128.392,1005135
128.815,1012315
129.116,995576
129.678,996694
129.88,995741
131.855,996425
132.167,1000398
132.564,994805
132.903,1002101
135.586,992262
136.429,992028
136.615,996908
136.792,998672
136.85,1000797
137.146,1000110
137.201,997472
139.265,1001004
140.827,1000228
141.788,996574
141.853,1002589
142.052,994272
144.483,989606
145.6,991008
147.73,990736
148.982,999129
149.13,1006907
150.349,1007044
150.8,996724
151.003,995162
152.678,995819
153.24,997506
154.757,1002782
156.999,999565
158.265,1006952
161.273,1003842
161.682,1009551
162.822,1005142
164.668,1002365
164.827,1000733
165.022,999366
167.542,1010233
168.036,1013746
168.419,1014033
168.562,1026173
168.7,1032573
169.827,1027596
171.21,1034616
171.813,1032759
172.525,1031198
173.385,1025801
173.854,1023604
174.35,1021435
175.757,1020328
176.77,1013471
177.896,1026925
179.312,1020516
179.918,1024522
181.356,1029110
181.464,1026404
185.018,1030402
185.562,1029698
185.625,1035210
186.093,1033498
186.104,1030599
186.116,1031259
186.407,1027799
187.045,1021210
188.65,1015807
189.499,1015713
190.863,1009353
190.938,1014849
191.555,1012615
192.12,1014061
196.412,1012261
199.18,1009881
200.657,1006419
201.011,1009451
201.286,1003755
202.053,1008562
205.111,1010252
208.216,1012496
208.378,1015967
209.05,1019296
210.057,1017594
211.6,1016640
212.327,1015727
212.393,1017058
213.742,1014864
213.815,1011168
216.269,1007480
216.743,1003121
216.847,990783
217.046,993246
217.212,1002081
217.473,999590
221.578,998129
221.83,999420
221.905,999149
223.294,989957
226.195,987295
226.235,988798
226.57,988518
227.112,995399
227.318,1001573
229.937,1006475
232.518,1005661
233.076,1009041
234.217,1013514
235.178,1010151
235.334,1006856
236.574,1003767
238.701,1008822
239.835,1007275
241.909,1000127
