time,direction
1.962,B
2.083,B
3.824,S
5.793,S
7.451,S
8.829,B
10.67,B
11.211,S
11.319,S
11.991,S
12.714,B
12.723,S
14.226,B
16.344,S
18.121,S
21.635,S
22.42,B
23.256,S
24.567,B
25.91,S
26.311,B
27.25,B
29.95,B
31.061,S
35.249,S
37.871,S
39.922,S
41.299,B
41.419,B
42.713,S
43.952,B
45.101,B
52.301,B
64.447,B
66.158,B
68.373,B
69.807,S
70.276,S
74.442,B
76.112,B
81.498,S
85.87,B
86.224,B
91.442,S
92.76,B
92.884,B
94.291,S
94.661,B
95.974,B
97.092,B
101.662,S
103.559,S
105.253,S
107.626,B
112.098,B
112.883,S
112.897,S
115.545,S
118.607,B
122.142,S
123.321,B
123.58,B
124.727,B
125.859,S
129.656,B
137.808,B
139.417,S
140.709,S
140.924,S
144.358,S
144.377,B
145.177,S
147.722,S
149.174,B
152.722,S
153.936,B
154.666,S
154.763,S
155.314,S
158.114,B
160.203,B
161.207,S
164.728,S
165.594,S
168.908,S
169.675,B
173.447,S
177.394,B
177.857,B
178.371,S
180.556,B
181.688,B
182.95,B
183.238,S
187.232,S
189.745,S
192.275,S
192.998,B
194.427,S
195.0,S
199.115,B
199.801,B
199.998,S
201.379,S
201.742,B
202.687,B
204.723,S
206.236,S
207.218,B
207.392,B
207.489,S
207.856,B
208.203,S
209.583,S
210.636,S
211.028,B
211.253,B
215.36,B
215.843,B
217.556,S
223.39,B
226.095,B
227.216,B
227.226,S
229.177,B
230.192,B
234.406,B
236.263,S
236.498,S
239.62,S
240.44,S
