arrival_time,market_id_in_subsession,price,buy_sell_indicator,time_in_force,fundamental_value
0.064,1,1120000,S,5,1126109.52
0.095,1,1090000,B,5,1126109.52
0.804,1,1160000,S,5,1126109.52
1.145,1,1120000,B,5,1126109.52
1.257,1,1110000,S,5,1126109.52
1.807,1,1150000,S,5,1126109.52
2.084,1,1130000,S,5,1126109.52
2.544,1,1180000,S,5,1126109.52
3.697,1,1140000,B,5,1126109.52
4.596,1,1150000,S,5,1126109.52
4.928,1,1210000,S,5,1126109.52
5.137,1,1140000,B,5,1126109.52
5.276,1,1160000,S,5,1126109.52
5.763,1,1140000,B,5,1126109.52
7.515,1,1130000,B,5,1126109.52
7.817,1,990000,B,5,1005543.22
8.52,1,990000,B,5,1005543.22
8.743,1,990000,B,5,1005543.22
8.965,1,1080000,S,5,1005543.22
9.256,1,1060000,S,5,1005543.22
9.301,1,980000,B,5,1005543.22
9.703,1,970000,S,5,1005543.22
10.643,1,1030000,B,5,1005543.22
10.8,1,980000,B,5,1005543.22
11.147,1,1020000,S,5,1005543.22
11.159,1,1000000,B,5,1005543.22
11.377,1,1040000,S,5,1005543.22
12.468,1,1050000,S,5,1005543.22
13.736,1,1000000,S,5,1005543.22
14.16,1,970000,B,5,1005543.22
14.166,1,960000,B,5,1005543.22
14.262,1,1020000,S,5,1005543.22
15.448,1,1090000,S,5,1005543.22
15.73,1,980000,B,5,1005543.22
18.993,1,1040000,B,5,1005543.22
19.131,1,960000,B,5,1005543.22
19.353,1,1000000,B,5,1005543.22
19.457,1,1020000,S,5,1005543.22
19.536,1,970000,B,5,1005543.22
19.569,1,920000,B,5,1005543.22
20.333,1,990000,S,5,1005543.22
20.483,1,1110000,S,5,1005543.22
20.49,1,1020000,S,5,1005543.22
21.613,1,1030000,S,5,1005543.22
21.653,1,990000,B,5,1005543.22
23.425,1,1020000,S,5,1005543.22
23.694,1,1040000,S,5,1005543.22
24.293,1,1000000,S,5,1005543.22
24.43,1,1010000,S,5,1005543.22
24.895,1,1040000,S,5,1005543.22
26.703,1,960000,B,5,1005543.22
29.656,1,970000,B,5,1005543.22
29.679,1,970000,B,5,1005543.22
30.507,1,920000,B,5,1005543.22
33.012,1,1000000,S,5,1005543.22
33.165,1,980000,B,5,1005543.22
33.216,1,980000,B,5,1005543.22
33.644,1,960000,B,5,1005543.22
34.061,1,970000,B,5,1005543.22
34.224,1,1020000,S,5,1005543.22
34.936,1,1000000,S,5,1005543.22
35.512,1,950000,B,5,1005543.22
35.849,1,1050000,S,5,1005543.22
36.322,1,1000000,B,5,1005543.22
36.826,1,1020000,S,5,1005543.22
37.786,1,960000,B,5,1005543.22
38.005,1,1030000,S,5,1005543.22
38.118,1,1050000,B,5,1005543.22
38.322,1,1040000,S,5,1005543.22
38.598,1,980000,S,5,1005543.22
39.234,1,1010000,S,5,1005543.22
40.434,1,1010000,B,5,1005543.22
40.793,1,1010000,B,5,1005543.22
40.84,1,1050000,S,5,1005543.22
41.195,1,960000,B,5,1005543.22
41.262,1,1050000,S,5,1005543.22
41.608,1,1020000,S,5,1005543.22
41.913,1,1070000,S,5,1005543.22
42.627,1,990000,B,5,1005543.22
42.92,1,1020000,S,5,1005543.22
43.236,1,1040000,S,5,1005543.22
44.155,1,950000,B,5,1005543.22
44.519,1,1030000,S,5,1005543.22
44.944,1,960000,B,5,1005543.22
45.035,1,970000,S,5,1005543.22
45.418,1,1030000,B,5,1005543.22
45.669,1,1000000,B,5,1005543.22
45.677,1,970000,B,5,1005543.22
45.98,1,1060000,S,5,1005543.22
46.799,1,940000,B,5,1005543.22
49.927,1,960000,B,5,1005543.22
49.931,1,1060000,S,5,1005543.22
50.326,1,960000,B,5,1005543.22
50.801,1,1060000,S,5,1005543.22
51.263,1,1100000,S,5,1033978.759
51.978,1,1050000,S,5,1033978.759
52.052,1,1030000,B,5,1033978.759
52.234,1,1140000,S,5,1033978.759
53.051,1,1040000,B,5,1033978.759
54.017,1,980000,B,5,1033978.759
54.611,1,990000,B,5,1033978.759
56.345,1,1040000,B,5,998490.806
57.997,1,990000,B,5,998490.806
58.262,1,980000,B,5,998490.806
58.822,1,990000,S,5,998490.806
59.196,1,1040000,S,5,998490.806
59.691,1,1080000,S,5,998490.806
59.948,1,1020000,S,5,998490.806
59.977,1,990000,B,5,998490.806
60.052,1,1130000,S,5,1113370.142
61.381,1,1130000,B,5,1113370.142
61.473,1,1150000,S,5,1113370.142
62.472,1,1180000,S,5,1113370.142
62.636,1,1110000,S,5,1113370.142
63.303,1,1080000,B,5,1113370.142
64.927,1,1100000,S,5,1113370.142
66.768,1,1130000,S,5,1113370.142
67.227,1,1140000,B,5,1113370.142
67.259,1,1060000,S,5,1113370.142
67.33,1,1160000,S,5,1113370.142
67.5,1,1100000,S,5,1113370.142
67.634,1,1140000,S,5,1113370.142
68.893,1,1110000,B,5,1113370.142
68.993,1,1160000,S,5,1113370.142
69.751,1,1100000,B,5,1113370.142
69.833,1,1060000,B,5,1113370.142
70.891,1,1140000,S,5,1113370.142
71.056,1,1050000,B,5,1113370.142
71.088,1,1120000,S,5,1113370.142
71.823,1,1140000,S,5,1113370.142
72.412,1,1060000,S,5,1034833.113
72.482,1,1060000,B,5,1034833.113
73.009,1,1010000,B,5,1034833.113
73.357,1,1030000,S,5,1034833.113
73.809,1,1080000,S,5,1034833.113
73.849,1,1050000,S,5,1034833.113
75.791,1,1110000,S,5,1108006.933
75.811,1,1050000,B,5,1108006.933
76.88,1,1130000,B,5,1177852.564
76.943,1,1160000,B,5,1177852.564
77.974,1,1170000,B,5,1177852.564
79.146,1,1130000,B,5,1177852.564
79.846,1,1220000,S,5,1177852.564
79.871,1,1170000,S,5,1177852.564
80.088,1,1150000,B,5,1177852.564
80.133,1,1190000,B,5,1177852.564
80.356,1,1120000,B,5,1177852.564
81.813,1,1150000,S,5,1177852.564
81.822,1,1160000,B,5,1177852.564
82.189,1,1160000,B,5,1179621.455
82.253,1,1180000,S,5,1179621.455
82.375,1,1160000,B,5,1179621.455
82.481,1,1150000,B,5,1179621.455
83.313,1,1190000,S,5,1179621.455
83.372,1,1180000,S,5,1179621.455
83.938,1,1160000,B,5,1179621.455
84.583,1,1100000,S,5,1179621.455
85.953,1,1150000,B,5,1179621.455
87.19,1,1160000,B,5,1179621.455
87.752,1,1190000,S,5,1179621.455
88.218,1,1160000,S,5,1179621.455
88.429,1,1170000,B,5,1179621.455
89.555,1,1200000,S,5,1179621.455
89.669,1,1170000,S,5,1179621.455
89.883,1,1150000,B,5,1179289.968
90.274,1,1210000,S,5,1179289.968
90.428,1,1160000,B,5,1179289.968
90.549,1,1200000,S,5,1179289.968
90.583,1,1190000,S,5,1179289.968
91.319,1,1260000,S,5,1179289.968
92.102,1,1200000,S,5,1179289.968
92.138,1,1160000,B,5,1179289.968
92.228,1,1210000,S,5,1179289.968
93.57,1,1180000,B,5,1179289.968
94.786,1,1170000,S,5,1179289.968
94.864,1,1120000,S,5,1179289.968
95.155,1,1160000,B,5,1179289.968
95.848,1,1190000,B,5,1179289.968
95.907,1,1220000,S,5,1179289.968
96.16,1,1110000,B,5,1179289.968
96.502,1,1190000,S,5,1179289.968
96.763,1,1150000,B,5,1179289.968
97.182,1,1130000,B,5,1179289.968
97.267,1,1210000,S,5,1179289.968
97.6,1,1160000,B,5,1179289.968
97.855,1,1190000,S,5,1179289.968
98.04,1,1120000,B,5,1179289.968
98.216,1,1220000,S,5,1179289.968
98.538,1,1160000,S,5,1179289.968
99.332,1,1180000,B,5,1179289.968
99.52,1,1140000,S,5,1179289.968
99.627,1,1160000,B,5,1179289.968
99.8,1,1170000,S,5,1179289.968
100.173,1,1200000,B,5,1179289.968
100.245,1,1170000,B,5,1179289.968
100.592,1,1190000,S,5,1179289.968
100.941,1,1150000,B,5,1179289.968
101.568,1,1210000,S,5,1179289.968
102.136,1,1150000,B,5,1179289.968
102.692,1,1190000,S,5,1179289.968
103.056,1,1160000,B,5,1179289.968
104.253,1,1190000,B,5,1179289.968
104.898,1,1150000,B,5,1179289.968
105.021,1,1170000,B,5,1179289.968
105.823,1,1130000,S,5,1179289.968
106.16,1,1160000,B,5,1179289.968
106.891,1,1200000,S,5,1179289.968
107.054,1,1130000,B,5,1179289.968
107.381,1,1120000,B,5,1179289.968
107.669,1,1140000,B,5,1179289.968
107.986,1,1130000,S,5,1179289.968
108.198,1,1180000,B,5,1179289.968
108.664,1,1160000,S,5,1179289.968
108.777,1,1190000,S,5,1179289.968
108.89,1,1150000,B,5,1179289.968
109.027,1,1200000,S,5,1179289.968
109.302,1,1200000,S,5,1179289.968
109.628,1,1180000,B,5,1179289.968
110.429,1,1140000,S,5,1179289.968
111.287,1,1200000,B,5,1179289.968
111.64,1,1240000,S,5,1179289.968
113.267,1,1180000,S,5,1179289.968
114.655,1,1110000,B,5,1071359.876
114.859,1,1050000,B,5,1071359.876
114.962,1,1090000,B,5,1071359.876
115.629,1,1080000,S,5,1071359.876
116.086,1,1060000,S,5,1071359.876
117.035,1,1000000,B,5,1071359.876
117.723,1,1030000,B,5,1071359.876
118.514,1,1120000,S,5,1071359.876
119.455,1,1060000,B,5,1071359.876
119.514,1,1060000,S,5,1071359.876
120.77,1,1120000,S,5,1071359.876
120.954,1,1080000,B,5,1071359.876
121.025,1,1080000,S,5,1071359.876
121.407,1,1110000,S,5,1071359.876
122.548,1,1070000,B,5,1071359.876
122.949,1,1100000,S,5,1071359.876
123.122,1,1030000,B,5,1071359.876
123.192,1,1060000,S,5,1054702.448
123.545,1,1180000,S,5,1160825.671
123.657,1,1170000,B,5,1160825.671
123.67,1,1190000,S,5,1160825.671
124.133,1,1170000,S,5,1160825.671
124.724,1,1120000,B,5,1160825.671
124.867,1,1200000,S,5,1160825.671
125.071,1,1150000,B,5,1160825.671
125.407,1,1150000,B,5,1160825.671
125.492,1,1120000,B,5,1160825.671
125.933,1,1170000,B,5,1160825.671
126.669,1,1180000,B,5,1160825.671
