time,size
7.456,991163
11.762,995801
19.835,1005379
27.616,1002150
32.887,996891
33.278,999575
34.057,1007265
34.69,1004540
35.38,1007521
35.644,1014556
35.767,1016114
39.761,1017954
41.217,1015652
45.082,1014060
50.641,1011459
53.801,1008271
56.673,1008060
60.82,1003090
61.826,995795
62.332,1000844
64.507,1000579
69.368,1001674
74.642,993853
75.955,993131
76.099,988828
77.479,998023
81.087,999444
84.817,1000310
84.947,992944
86.302,995711
86.837,990410
90.536,983389
93.108,988304
94.725,988916
100.53,984970
101.988,977586
104.797,983509
115.267,989964
123.1,981231
126.273,981804
129.26,983003
129.353,983806
137.09,994118
137.644,1001524
141.124,1005152
143.559,998441
149.995,1004149
151.044,1007847
158.476,1009635
158.667,1010206
161.683,1005262
163.592,1008471
164.578,1013125
165.72,1005504
168.22,1002850
168.648,997314
172.22,1012381
172.871,1007652
173.028,1004228
174.725,1006309
178.888,999409
183.737,989190
184.394,993426
191.001,989627
191.653,994589
197.344,994437
197.739,992799
197.859,1002833
198.723,1001460
202.147,998167
204.468,1002539
209.461,996393
214.628,1001423
224.814,996689
230.781,1006915
233.53,1020932
236.723,1020876
237.974,1021198
239.271,1012130
250.157,1013174
