time,size
2.662,998169
9.467,995723
9.815,988814
27.223,987757
39.174,995050
42.064,1004983
42.788,1015011
49.874,1020665
50.701,1024444
51.089,1022641
53.962,1012113
54.264,1015200
56.205,1014116
56.388,1015673
59.377,1009129
67.897,1019136
69.337,1024712
70.342,1011380
71.076,1017258
72.144,1015897
74.637,1015202
88.72,1004717
90.661,1009257
91.592,1023534
92.335,1021664
92.553,1020627
101.769,1003914
104.08,1005138
104.779,1010467
105.16,1008520
107.807,1004150
109.056,998872
109.31,1001710
110.674,1003928
112.047,1007777
112.559,1006394
119.036,1005116
120.101,1013952
126.727,1017930
127.252,1029759
129.008,1035731
132.879,1030324
134.858,1031837
137.119,1027021
138.372,1034216
143.555,1030966
145.309,1033256
146.522,1026410
150.387,1020913
154.247,1026074
157.395,1022089
166.544,1021690
174.848,1022709
182.152,1027476
186.621,1032112
187.888,1035789
189.515,1031080
191.607,1028093
195.158,1032662
196.357,1036317
198.17,1031205
198.492,1033432
198.674,1029691
199.084,1028527
200.993,1022330
203.551,1022222
206.358,1016631
207.081,1020751
208.324,1023445
221.0,1020425
225.849,1015046
226.456,1015043
226.576,1017330
231.571,1025184
231.902,1025653
232.612,1029910
233.052,1027181
233.763,1031698
236.708,1034311
247.525,1041527
