time,size
3.73,1000763
4.243,999811
5.725,992110
6.275,995837
7.001,999143
7.005,1002409
7.394,1007166
7.776,1005584
9.017,1007909
9.129,1001320
9.259,1002331
9.556,1001085
10.587,1000984
10.615,998214
10.831,1002782
11.913,1001026
12.428,1000942
12.676,1001760
12.862,994487
15.128,987577
15.16,991975
16.263,1000686
17.532,999768
18.543,1008261
18.827,1008039
19.527,998447
22.568,988354
23.908,996505
24.443,1000392
24.803,1004278
25.532,1004860
26.451,1005511
28.482,1004841
28.782,1005117
29.536,998186
31.052,1005423
31.967,1013213
32.392,1008301
33.02,1010569
35.228,1005424
35.389,1002376
36.163,1005275
36.478,1002363
36.653,1001887
36.83,1016099
37.264,1018639
39.639,1026299
39.654,1024332
39.994,1030182
40.004,1026971
42.096,1024056
43.642,1014551
47.046,1011156
47.681,1014069
49.671,1012300
51.672,1010660
52.559,1013189
56.474,1012505
56.526,1010531
57.383,1003449
58.148,996376
59.454,998067
59.809,1002848
60.426,1000990
62.879,996628
63.647,996390
64.234,1002169
64.775,1000637
65.022,1000080
65.695,1006850
66.892,1003813
66.905,1010177
67.667,1002458
71.27,1004299
72.457,997606
72.59,995049
73.166,994037
73.186,989000
73.37,985864
73.537,987449
74.145,988618
75.703,995713
76.418,1000070
77.71,1003071
78.345,1002526
78.486,1006287
79.023,1011166
80.1,1005310
81.176,1005582
82.079,1009967
83.865,1015690
84.113,1022961
84.245,1027087
85.435,1027049
86.481,1027067
87.223,1022667
93.693,1024220
95.21,1020757
95.381,1027384
96.562,1026839
97.393,1023818
99.17,1023342
99.809,1025570
100.554,1025967
102.61,1029654
102.938,1021583
103.002,1030165
104.358,1029055
104.975,1027095
106.51,1023042
106.619,1026596
107.783,1027420
107.842,1026415
107.911,1021136
108.72,1012191
110.563,1011049
111.085,1017812
111.199,1024438
111.3,1019961
111.486,1022139
111.559,1026118
112.015,1033003
112.477,1031801
113.406,1030414
115.983,1030866
116.385,1032589
117.56,1038385
118.127,1037488
121.237,1032600
123.531,1027462
126.14,1022576
127.14,1021224
127.261,1024741
129.976,1025106
130.287,1022451
131.149,1020192
132.806,1023510
132.949,1020202
133.687,1019425
133.742,1026834
135.449,1025802
135.675,1018381
136.217,1016061
136.689,1018097
137.269,1022673
137.821,1020507
138.91,1020507
140.232,1023012
142.318,1022308
142.543,1019643
142.662,1021717
143.652,1018207
143.805,1021845
143.895,1023793
146.883,1020590
147.5,1024119
147.641,1027822
147.669,1022029
147.86,1016750
149.329,1005024
149.898,1008329
151.739,1015816
151.924,1012881
151.992,1013948
152.284,1017782
153.743,1011561
154.308,1015449
154.742,1015861
154.787,1011670
155.855,1009358
156.034,1010121
156.78,1011910
157.723,1006164
158.507,996651
158.794,985320
159.686,990321
160.303,988562
161.252,992111
162.213,990056
162.213,990283
163.225,993068
163.862,994295
163.917,987553
164.343,987391
164.742,991240
167.161,982588
168.42,986408
169.136,985674
170.076,977500
171.04,977604
172.829,979107
173.593,985809
173.947,983214
178.53,993209
178.656,989227
178.712,991726
179.26,988418
179.377,995594
179.412,999143
180.671,996477
182.981,980431
183.265,980942
185.545,976632
185.789,969311
187.707,976018
187.982,975611
188.067,976272
189.425,972227
189.93,972408
191.637,970865
192.874,971693
193.892,967296
194.763,960538
194.836,958155
195.406,958217
195.489,964829
195.656,969648
197.281,963295
197.318,967784
198.02,975483
198.558,962167
199.218,967541
199.863,968325
200.39,969942
200.537,965205
201.325,963048
202.013,960350
203.873,965265
204.073,970969
204.475,969225
204.752,966994
204.799,979211
206.169,986289
206.562,985655
206.775,987334
206.804,985066
206.981,991168
206.99,998696
207.433,991318
210.522,987068
210.824,983583
211.303,984171
211.716,983432
211.852,987155
211.893,990032
214.123,989429
214.319,992122
217.344,988838
217.351,984061
218.079,978439
219.801,971869
220.145,977768
220.3,975896
221.349,979245
222.866,978845
222.991,980863
223.099,980482
224.147,975684
225.9,971196
227.666,987934
228.087,986291
228.975,989159
229.373,973801
229.459,968082
230.292,969806
230.558,970669
231.921,964503
232.516,969572
232.685,970765
233.643,970156
234.294,980201
238.61,984125
239.988,982765
240.643,981556
