time,size
0.091,1003273
2.522,999969
3.037,1003535
3.972,1002412
4.629,993898
4.854,1001662
6.429,999560
7.679,1007291
8.113,1004475
8.691,1008403
9.823,1006125
13.316,1013205
14.059,1010848
15.342,1012370
15.364,1018856
19.031,1012470
21.824,1012785
21.842,1009556
22.052,1007295
22.591,1006788
23.698,1010563
25.892,1010016
26.143,1015669
28.073,1012567
28.157,1006283
28.502,1005189
31.555,1003382
32.189,994841
32.445,988655
33.86,988555
34.328,996535
34.56,987197
34.94,984204
36.206,984131
38.093,986980
39.722,994593
40.174,984093
42.155,988805
42.235,990202
43.603,997530
44.197,998216
44.586,1004621
44.678,1008290
47.496,1011660
47.799,1022498
48.244,1032202
48.88,1032055
49.088,1020971
52.244,1019833
52.312,1023062
52.817,1019866
53.402,1017683
53.696,1016404
55.237,1008280
58.477,1008346
59.986,1013822
60.239,1013991
61.033,1009366
61.773,1011946
61.966,1014252
62.265,1018090
63.077,1010027
63.452,1003214
64.059,1004003
64.06,1005331
64.114,1005506
65.356,1008659
65.603,1003655
66.638,1002915
67.674,1000418
69.013,1011782
69.38,1009246
69.81,1008621
70.755,1007630
71.236,1003998
71.395,997131
72.712,999792
73.203,996597
73.834,1000440
74.403,1004541
76.202,1001486
78.9,992663
79.197,996271
79.917,995395
82.05,992421
82.878,990599
87.136,993051
87.79,983122
88.146,989432
88.897,984799
89.434,985655
90.229,987564
90.931,985937
91.417,985911
93.033,980891
93.223,982779
93.296,982549
93.751,986961
93.822,981841
94.166,975126
94.415,972692
94.881,966254
95.905,973096
96.912,978189
98.2,974781
100.191,976272
100.598,978608
101.946,978031
102.919,981077
103.999,984954
104.211,990989
105.605,987683
106.522,992021
106.845,993859
109.594,992226
110.473,993293
111.838,1005744
111.839,1004911
112.3,1005933
113.175,1005757
115.295,999971
116.148,1001588
116.175,997950
118.066,994319
120.141,996190
120.697,994203
121.331,994759
121.342,991806
121.704,981419
123.722,984648
124.198,975485
124.804,970360
125.839,972098
128.198,963695
128.416,961964
129.954,965085
131.407,965790
133.853,969649
134.156,961780
135.247,964508
136.614,956627
137.236,962806
138.333,968137
139.812,966869
140.222,965112
142.275,963098
144.226,968119
144.877,970944
145.378,984445
146.008,980650
149.132,980087
150.173,984909
151.075,988595
152.905,997578
154.387,991234
155.479,989874
156.498,994017
157.056,990531
158.036,992282
158.607,994875
158.979,990383
159.019,987161
159.377,993719
159.683,994643
160.534,993134
160.835,993110
161.407,1003369
161.863,1002973
164.396,1009837
164.935,1013237
165.15,1015428
166.02,999614
166.446,1001896
167.887,1000956
168.252,994954
168.672,1000468
169.677,994701
169.885,997030
170.464,995808
171.441,992126
172.272,990337
172.301,991715
172.624,992061
172.996,986656
173.215,980823
174.463,982078
174.89,981113
174.905,972557
175.19,967053
176.981,970686
177.082,970852
177.314,961336
178.766,957738
178.991,953084
179.511,951224
181.753,941290
182.946,936598
185.011,934898
185.374,936006
186.076,939520
186.333,944421
187.656,937948
188.585,939441
189.31,938261
189.522,935847
190.616,937892
191.73,941223
191.802,940854
191.855,939079
192.947,932140
194.242,928802
194.288,932092
195.816,929282
196.671,932444
197.363,937284
197.547,934993
197.707,933069
198.494,937160
200.651,942952
201.337,945407
202.047,940667
202.425,922997
203.633,923122
206.048,923839
206.689,921745
206.736,916206
210.356,902465
211.151,897351
216.011,896981
216.961,899185
218.325,895667
218.78,892122
219.433,888320
220.301,895076
221.626,897260
222.356,899508
222.541,904210
224.611,912536
224.709,917801
224.734,929134
224.742,925447
225.459,930611
226.72,927601
227.455,929862
228.239,930721
228.542,921687
228.947,922250
229.96,926868
232.287,929046
232.372,936629
232.518,932446
232.54,927832
232.97,930963
233.0,930705
233.095,928959
233.593,930786
233.763,924350
234.483,917463
234.572,919085
235.16,920108
235.571,922926
235.908,924322
236.835,924177
237.817,923225
240.648,921869
