time,direction
0.983,B
4.08,B
5.648,B
6.295,S
6.738,S
8.927,B
16.364,S
18.31,B
19.677,B
20.183,S
20.715,S
22.548,S
22.691,S
23.081,B
23.287,B
23.348,B
27.099,S
30.429,B
31.965,B
36.916,B
39.096,S
40.831,B
41.36,S
41.852,B
47.423,S
48.352,B
50.176,S
56.998,B
63.734,S
64.459,S
64.705,S
64.755,S
64.782,S
65.093,B
65.261,S
67.145,B
70.798,B
72.343,S
73.667,B
73.735,S
74.499,B
74.724,B
75.97,S
76.487,B
78.776,B
81.29,B
83.8,B
84.657,S
85.624,S
87.149,S
88.064,S
89.303,B
91.733,B
93.497,B
96.995,B
99.614,B
104.301,S
104.668,B
104.757,B
107.873,B
108.119,S
109.79,B
110.721,B
111.878,B
112.131,S
112.319,S
112.576,S
112.726,S
117.215,S
122.442,B
126.096,B
128.936,S
131.597,S
137.068,S
138.808,B
139.198,S
141.214,B
145.311,S
146.432,S
147.237,S
148.826,S
150.224,B
151.158,S
152.147,B
154.1,S
157.985,S
158.921,S
166.225,S
166.995,S
167.509,S
169.266,S
171.488,S
173.67,S
174.531,B
176.602,B
182.684,B
184.404,S
186.029,S
186.063,S
186.288,B
187.55,B
189.459,B
192.625,B
193.133,B
196.214,B
196.78,S
200.044,S
200.715,S
201.103,S
202.659,B
204.714,S
211.335,S
215.679,S
217.642,S
221.433,B
222.199,S
223.423,S
228.036,B
229.013,S
229.953,S
230.962,B
231.145,B
238.496,S
240.843,B
