time,direction
6.395,S
15.032,S
23.48,B
25.89,B
26.019,B
27.264,S
35.16,S
38.841,B
42.646,B
44.559,B
52.661,S
53.422,S
54.558,B
56.493,S
61.364,B
62.921,B
68.37,B
70.1,S
71.91,S
83.729,S
91.331,B
91.876,S
94.558,S
95.925,S
96.365,S
106.223,S
112.467,B
124.573,S
128.626,B
130.514,S
132.894,S
141.34,S
143.171,S
143.607,S
153.406,S
156.364,B
170.613,S
173.707,S
176.969,B
177.598,B
186.545,S
187.043,B
187.613,B
190.429,S
196.55,B
201.395,S
203.994,S
205.419,B
207.758,S
215.68,S
217.157,B
219.893,B
232.125,B
232.554,B
235.723,S
240.383,B
