time,size
0.003,998069
0.005,999898
0.005,995362
0.005,990998
0.008,988065
0.009,993142
0.011,985478
0.014,994252
0.016,998528
0.023,994034
0.024,991488
0.028,980273
0.029,980714
0.032,979477
0.033,971331
0.036,980452
0.037,985814
0.046,985845
0.06,984482
0.061,987300
0.061,984417
0.063,986804
0.066,981860
0.071,982166
0.072,984590
0.075,986833
0.086,989429
0.087,987943
0.093,990060
0.097,992249
0.099,991108
0.099,996136
0.099,994605
0.1,996477
0.1,1001981
0.103,1002935
0.108,1011492
0.116,1008079
0.117,1014153
0.122,1014541
0.123,1013316
0.127,1020947
0.128,1012842
0.129,1013970
0.13,1010197
0.133,1006953
0.138,1004001
0.139,1009150
0.147,1017423
0.147,1016595
0.154,1012158
0.154,1014165
0.154,1007321
0.156,1010548
0.166,1014430
0.169,1026543
0.179,1025214
0.179,1022028
0.182,1016006
0.184,1015516
0.187,1010826
0.192,1013110
0.197,998947
0.198,1003687
0.208,998896
0.208,998443
0.21,997604
0.21,992678
0.213,1001381
0.215,1008300
0.215,1010618
0.216,1010562
0.221,1006843
0.221,999618
0.221,999792
0.228,1000231
0.241,999013
