time,size
0.006,999216
0.007,999193
0.009,998859
0.01,1002327
0.015,1001417
0.017,1004269
0.018,997285
0.018,995839
0.019,998399
0.029,999846
0.03,1001321
0.033,999089
0.034,996592
0.034,991270
0.034,993690
0.037,996347
0.039,993728
0.045,990212
0.05,982954
0.059,974282
0.059,973177
0.06,971169
0.063,973119
0.064,971428
0.085,975563
0.087,985570
0.088,980880
0.089,976455
0.091,982259
0.096,982377
0.098,979642
0.099,976213
0.1,979151
0.102,973686
0.102,970382
0.112,967012
0.115,973155
0.12,969592
0.12,968419
0.124,973931
0.124,966507
0.125,973024
0.126,972340
0.126,972982
0.128,977629
0.132,978989
0.133,977249
0.136,971406
0.136,972606
0.138,978822
0.138,987825
0.14,982818
0.142,987099
0.143,985494
0.146,992007
0.147,996516
0.15,999402
0.157,1002468
0.159,1002778
0.159,1007610
0.16,1002943
0.165,996587
0.166,990789
0.167,983291
0.177,981497
0.178,982473
0.181,980634
0.187,990867
0.196,997934
0.198,995142
0.2,998605
0.2,1001312
0.2,1004330
0.202,1011561
0.208,1017445
0.212,1025365
0.224,1021764
0.228,1022267
0.229,1025779
0.237,1025644
0.238,1026095
0.244,1019751
