time,size
0.005,999464
0.009,1005094
0.015,1007157
0.02,1000924
0.021,1000790
0.022,1004753
0.027,990435
0.028,987946
0.03,989223
0.04,990474
0.044,981232
0.051,978182
0.052,972084
0.052,975049
0.053,974450
0.054,972252
0.059,974109
0.061,979051
0.067,973613
0.067,974561
0.068,972997
0.071,992538
0.074,995003
0.076,999694
0.079,1002215
0.079,1006683
0.08,1001144
0.083,993802
0.086,997257
0.086,1004114
0.088,1007418
0.089,1009333
0.096,1014604
0.101,1015879
0.103,1017091
0.104,1008309
0.104,999863
0.108,997152
0.114,1003112
0.114,1001520
0.115,1004217
0.116,1013808
0.116,1014378
0.121,1015625
0.127,1020808
0.128,1026141
0.131,1026455
0.137,1025021
0.138,1016832
0.143,1007224
0.151,999698
0.152,989509
0.154,992918
0.161,993832
0.163,999922
0.163,991470
0.165,984127
0.168,988957
0.168,989182
0.168,992779
0.169,1000872
0.172,996246
0.172,1004067
0.173,1004261
0.178,1009903
0.183,1006752
0.188,1003120
0.188,1004772
0.19,1005799
0.193,999888
0.194,1004872
0.195,1001478
0.196,1004013
0.2,1003276
0.207,1015536
0.211,1014287
0.22,1010162
0.222,1016303
0.227,1016872
0.234,1010310
0.242,1013649
