time,size
0.0,993508
0.004,992868
0.011,995138
0.018,996183
0.023,990632
0.027,998735
0.029,992049
0.031,988817
0.033,982266
0.044,979457
0.047,980257
0.047,976518
0.05,980354
0.062,976476
0.065,983557
0.065,970856
0.069,955581
0.07,960310
0.073,966355
0.082,966435
0.082,977037
0.09,972844
0.098,973269
0.098,977512
0.1,979722
0.1,976732
0.107,986082
0.111,987843
0.112,985406
0.128,993619
0.129,995294
0.129,1003782
0.13,996154
0.132,991190
0.134,985067
0.136,994499
0.136,988085
0.14,985043
0.143,991299
0.143,988069
0.145,989026
0.151,989534
0.154,985803
0.156,989483
0.157,988460
0.159,989592
0.167,985932
0.168,992648
0.169,991427
0.17,981108
0.178,977529
0.18,973831
0.184,982512
0.187,985516
0.188,980638
0.192,975514
0.195,971342
0.199,979868
0.205,985258
0.207,989777
0.21,994675
0.219,998345
0.22,1002747
0.222,1008322
0.226,1006891
0.229,1001298
0.231,1005581
0.233,1001618
0.238,996390
0.24,990641
