time,size
0.005,999641
0.006,1001946
0.009,1009462
0.011,1007261
0.013,1001932
0.013,1005256
0.015,1012909
0.018,1013172
0.024,1011772
0.028,1021847
0.028,1018947
0.033,1029896
0.035,1028850
0.042,1024418
0.043,1028647
0.045,1024501
0.046,1026681
0.049,1032238
0.05,1028875
0.05,1034478
0.051,1027269
0.051,1028159
0.055,1025553
0.057,1033998
0.059,1031228
0.061,1032036
0.064,1023458
0.065,1017645
0.065,1015930
0.073,1020178
0.075,1016475
0.076,1013946
0.078,1018407
0.079,1031978
0.09,1035605
0.097,1036769
0.097,1028187
0.097,1027176
0.098,1011511
0.102,1008152
0.104,1007329
0.108,1008319
0.111,1013426
0.111,1016617
0.111,1017325
0.116,1021714
0.116,1019121
0.133,1017266
0.134,1021688
0.137,1022115
0.137,1022878
0.138,1019375
0.153,1031663
0.155,1035490
0.155,1041748
0.156,1038411
0.16,1041191
0.161,1045634
0.163,1043046
0.165,1039763
0.168,1041063
0.172,1043275
0.173,1042948
0.179,1047537
0.18,1058837
0.181,1064305
0.184,1069048
0.187,1066437
0.188,1058380
0.189,1064747
0.19,1062177
0.192,1055293
0.198,1061778
0.198,1067941
0.201,1063611
0.202,1057134
0.207,1051205
0.207,1049809
0.207,1050168
0.209,1050558
0.215,1046778
0.221,1044291
0.221,1043535
0.222,1046809
0.226,1052429
0.227,1050416
0.229,1053619
0.232,1047334
0.237,1049147
0.238,1042263
0.24,1027092
