time,size
0.0,1007005
0.004,1002217
0.006,998629
0.007,993148
0.008,998532
0.01,996700
0.011,988229
0.013,993553
0.014,997895
0.018,1000090
0.021,993077
0.029,993831
0.032,996632
0.033,992785
0.035,992921
0.044,998191
0.045,998426
0.048,993157
0.049,996650
0.051,998778
0.053,1000474
0.055,998672
0.057,1001880
0.059,996890
0.063,997246
0.069,997277
0.072,988568
0.073,978879
0.073,982324
0.074,991914
0.075,995635
0.076,997686
0.08,993433
0.08,1005266
0.082,1010616
0.082,1014387
0.088,1003151
0.091,1005380
0.094,994698
0.095,998044
0.096,999727
0.099,1000027
0.102,1002169
0.114,1009834
0.116,1008070
0.116,1007700
0.124,1007426
0.124,1004859
0.13,1003219
0.131,1005307
0.132,999766
0.14,999743
0.142,1003220
0.143,1007389
0.148,1005928
0.15,999114
0.153,999608
0.158,988330
0.161,980925
0.167,988958
0.169,989419
0.179,988478
0.181,989687
0.182,988074
0.183,995748
0.19,1001710
0.191,1004303
0.193,1003112
0.194,1008032
0.195,1002512
0.197,998669
0.203,998281
0.208,996029
0.213,1000154
0.214,1002883
0.221,997964
0.229,995637
0.231,1000147
0.232,992656
0.237,997322
0.238,992957
0.241,999470
