time,size
0.002,1005555
0.003,1004634
0.012,998584
0.013,994705
0.019,1003516
0.022,1006132
0.025,1008695
0.026,1009427
0.031,1013190
0.037,1011377
0.039,1013979
0.04,1005371
0.045,1009443
0.054,1017937
0.057,1008548
0.06,1017662
0.062,1009617
0.062,1015433
0.063,1007950
0.066,1012739
0.067,1015131
0.073,1019097
0.075,1021835
0.079,1021857
0.08,1018460
0.085,1015544
0.085,1012522
0.085,1008747
0.087,1018077
0.09,1024821
0.09,1025022
0.091,1025160
0.099,1022930
0.101,1015849
0.108,1015775
0.115,1008414
0.115,1004570
0.117,998564
0.118,996265
0.129,989487
0.13,988236
0.133,992791
0.134,988250
0.137,987148
0.14,993011
0.142,991209
0.158,991367
0.162,992020
0.162,988916
0.162,985358
0.166,989606
0.173,985913
0.173,990152
0.176,980810
0.178,981002
0.187,974663
0.196,974944
0.196,964469
0.198,967559
0.202,968562
0.202,961397
0.207,959355
0.21,953488
0.211,950782
0.212,945983
0.215,946142
0.218,951507
0.22,947550
0.227,941601
0.231,943631
0.232,938077
0.234,932646
0.244,935216
