time,size
0.127,1000113
0.734,995981
2.16,998145
2.95,998021
3.603,997471
4.215,998922
5.315,1001620
5.441,1000290
5.533,1002279
5.708,1003730
6.073,1003397
7.496,995177
9.14,998986
9.183,1002347
9.627,1013178
11.128,1008460
12.638,1013899
15.085,1012120
16.34,1009159
16.477,1014211
19.473,1014139
21.056,1020233
22.443,1020824
23.908,1028013
24.126,1019290
24.348,1007711
24.935,1004722
25.142,1005841
27.48,998753
28.761,1004447
32.836,1008626
32.92,1020102
32.927,1021126
38.693,1018079
39.847,1018691
40.144,1019134
42.949,1012256
45.414,1016404
45.489,1017054
47.295,1012415
47.459,1006541
47.464,1010391
48.587,1009125
49.765,1012724
50.986,1015106
51.887,1008693
53.778,1009170
53.949,1016002
54.311,1017245
59.135,1005049
59.788,1003593
60.001,999249
60.901,998684
62.37,995033
63.528,993713
65.162,999698
66.441,990196
68.63,988026
69.055,986445
69.58,992026
70.117,987642
74.737,987427
78.107,989243
78.701,986128
78.904,987562
79.123,980350
79.336,980865
80.326,979754
81.701,980019
81.847,982139
82.58,978242
82.801,978372
84.32,976646
85.505,987504
85.776,986142
86.451,988130
90.303,981024
90.937,974316
92.686,973574
93.432,970316
95.248,977794
97.99,967600
98.596,956750
98.867,957517
98.972,954379
99.686,947862
99.85,943307
102.148,930649
102.344,925550
103.728,925797
104.024,930654
104.302,937894
104.98,935034
105.276,942440
105.556,940182
106.617,942716
106.701,948649
106.898,952798
108.127,952289
109.067,963471
109.863,965955
110.794,963008
111.252,960799
111.719,966685
112.342,959463
113.602,958843
114.608,957198
116.984,954125
119.015,951150
119.296,950468
119.678,955512
122.66,955146
123.326,962420
123.944,959802
125.417,959853
125.433,954596
128.527,953895
129.224,948249
129.305,954409
130.103,953633
130.832,956626
130.863,960715
131.035,955593
131.125,960214
131.508,956082
133.435,961339
133.53,965459
134.907,963052
135.741,961375
136.275,959332
136.325,958868
136.791,957449
137.046,955957
137.113,956002
137.238,957799
139.18,954546
139.447,962582
139.627,963529
140.191,966630
141.222,970169
141.469,967345
142.63,978840
143.126,974573
144.378,977132
144.687,974626
146.42,976946
147.785,979457
148.61,971886
154.238,967904
154.452,968018
155.567,961231
155.733,955053
158.557,964100
158.787,963619
159.455,966548
160.127,960920
160.837,959799
161.54,957743
162.107,953887
162.114,954233
162.12,955511
162.14,948648
164.634,945666
166.193,943275
169.124,946263
169.675,946819
170.687,942083
171.749,939250
172.205,947690
174.938,951978
177.585,941472
178.961,936077
179.648,938539
180.067,947869
180.419,937426
180.688,935964
181.55,943445
181.829,940734
184.045,929534
184.3,931932
184.648,923937
185.331,923077
185.342,916594
186.446,912562
187.521,907486
188.063,906240
188.521,911213
191.283,915194
192.133,912308
195.097,918176
195.553,917044
196.361,926215
198.022,925693
199.149,920293
200.225,912924
202.091,912827
203.461,922471
203.465,922543
204.004,915596
204.874,924943
207.148,925368
208.532,920806
208.704,921488
209.383,925113
210.445,924381
210.995,921861
212.134,916158
212.558,918080
213.247,914235
214.651,915675
215.139,920295
216.4,921741
216.821,922513
217.036,922537
217.813,913170
217.835,914207
217.855,914423
219.006,907034
219.124,915802
220.259,905199
221.041,906822
222.297,909737
222.452,906156
222.678,908330
224.044,910286
225.703,904223
226.359,901119
228.166,901544
228.854,902437
231.655,902811
231.83,908464
232.335,913933
233.13,916164
233.724,913242
233.729,911727
236.028,907761
236.245,908245
237.324,915297
237.477,922836
238.302,916614
239.684,920366
240.981,916771
