time,size
0.601,1001169
3.302,1004257
4.946,1011464
7.299,1013342
7.698,1009044
10.861,1008802
12.66,1013293
13.142,1013851
16.858,1005676
17.173,1003940
17.797,1005062
18.197,1009866
19.216,1005679
19.402,1003033
21.971,994372
22.115,991481
22.132,995426
25.193,985367
27.056,983101
27.686,974460
28.117,975068
28.711,979558
32.04,978497
32.516,977748
33.519,982869
34.348,992732
37.884,995697
37.979,999556
38.656,1009050
40.064,1007444
40.42,1007748
41.076,1008220
42.839,1015037
43.076,1017817
43.369,1016728
43.444,1018308
44.049,1021220
44.846,1019911
45.016,1022174
46.518,1026039
52.291,1025239
52.33,1025474
52.55,1021235
54.683,1017867
55.409,1020291
56.237,1020325
58.684,1014481
59.083,1016535
59.247,1011532
60.293,1012899
60.392,1006523
62.402,1002734
64.17,1004124
65.364,1008554
66.449,1012663
66.664,1003902
66.793,998923
66.885,997513
67.678,999673
68.055,996100
71.111,998512
71.74,993555
72.756,1005356
72.795,1003552
74.312,995832
77.531,997251
78.874,987410
79.002,990863
79.35,996218
79.623,999645
80.807,998185
82.541,994008
83.4,1001838
84.132,1005362
84.996,1003851
85.256,1013205
86.29,1011019
87.433,1007392
88.377,1006439
90.416,1006705
90.639,1012111
92.107,1009386
94.803,1004112
95.441,1007748
96.467,1010687
98.44,1012547
100.131,1013911
101.141,1011110
102.334,1016363
102.567,1015112
102.979,1011892
105.197,1009680
105.569,1013668
107.682,1017918
110.326,1018444
110.874,1021310
112.408,1025930
114.055,1022313
114.257,1025275
115.715,1022226
115.89,1017846
116.326,1022000
119.012,1020225
119.015,1020426
119.235,1022190
119.338,1011626
119.767,1012439
120.471,1015750
120.635,1015158
121.01,1017030
121.153,1014825
121.674,1014522
123.343,1015394
124.114,1007883
125.051,1014179
125.174,1016678
126.735,1008252
127.16,1012996
127.37,1012978
127.871,1016335
128.335,1004937
128.47,1008773
129.858,1012228
129.897,1007612
130.118,1002900
131.208,999067
132.156,1003501
132.312,1000954
134.898,1005863
135.478,1015658
135.494,1022229
136.025,1019791
136.686,1023040
138.303,1021360
139.809,1021718
144.083,1019980
145.752,1020157
145.931,1025949
146.151,1019866
149.749,1022653
151.01,1028296
152.054,1033947
154.908,1032328
158.249,1026342
160.555,1022993
161.066,1030743
161.127,1037846
161.619,1030769
163.084,1032371
163.996,1040621
170.832,1042452
171.486,1049628
171.991,1053509
176.138,1049549
176.315,1051153
177.383,1050558
178.619,1047500
180.092,1043192
180.302,1027611
180.546,1021354
180.64,1022059
182.121,1014170
182.368,1010411
182.429,1011507
185.465,1011743
185.86,1017807
186.179,1020200
187.377,1023259
188.113,1028842
188.425,1033423
188.872,1042601
189.255,1039109
191.757,1032693
192.07,1022444
193.549,1019707
194.795,1018640
196.147,1020936
196.242,1015897
198.169,1011523
198.698,1009773
201.671,1007231
202.866,1012063
203.016,1009603
203.264,1012074
203.32,1013670
203.943,1009913
204.295,1000835
204.636,1000013
206.153,998978
206.175,1000021
208.171,1008931
209.846,1009365
210.316,1004865
210.535,1002684
211.036,1008396
211.962,1010517
213.922,1020627
214.284,1013173
214.869,1026181
216.642,1022615
216.82,1030551
217.2,1028726
218.941,1026333
219.363,1033653
219.376,1034975
219.994,1034880
220.584,1033239
220.667,1038021
220.727,1038824
220.763,1027759
220.888,1019519
221.026,1012428
221.382,1005679
222.484,1007505
227.158,1010130
229.378,1008478
229.908,1017232
230.126,1019474
230.714,1024480
232.192,1015336
233.46,1015526
234.987,1016455
235.061,1018788
235.788,1020072
236.246,1021429
236.435,1017067
237.843,1017333
237.972,1014032
240.446,1007503
