time,size
0.974,1004612
1.226,1008904
1.768,1000516
4.819,998001
5.793,999445
5.993,1004304
6.429,998461
7.609,1000848
8.557,995176
9.706,991735
9.996,1002098
10.122,1001423
10.459,992271
10.713,995785
12.098,1000018
13.977,993386
14.117,989138
14.94,989851
15.53,979358
15.832,974917
16.269,973409
16.688,978075
16.855,978715
18.733,990161
18.798,992001
19.091,990783
20.922,1000253
21.874,1000869
22.219,997318
22.891,999924
23.948,992826
24.303,996998
24.423,998749
25.101,996573
25.231,993215
25.901,987177
27.597,991454
27.654,997149
27.747,995545
29.906,993504
29.936,986897
30.332,981198
31.601,989960
32.038,991725
34.512,992635
34.64,988093
35.683,987819
36.861,984783
37.891,993100
38.106,992961
38.733,990160
39.981,980238
40.168,983413
40.426,986011
40.562,991449
40.567,993929
43.632,993899
44.068,990130
45.651,988227
48.78,989907
50.243,987244
51.736,983776
55.815,984314
56.079,978751
57.484,979085
58.709,979321
60.196,968505
61.191,960430
62.445,959209
64.888,948700
65.841,952572
66.035,951262
66.471,951113
66.654,957283
66.689,957362
67.857,952839
68.126,951410
69.496,945014
75.502,936226
76.835,936608
78.927,942743
79.374,940762
80.842,939997
81.1,941329
81.504,940984
83.034,943506
83.073,942874
83.841,939275
85.29,942426
85.333,936357
85.555,941132
87.605,935699
87.923,933271
88.323,934257
89.923,938418
90.556,929506
91.934,929958
91.966,929425
92.66,934786
92.813,933598
92.956,928776
93.722,933444
95.001,934828
95.817,928772
96.631,925380
97.272,923080
98.903,924952
102.777,928232
102.781,926555
103.291,925170
104.785,925896
105.267,932420
106.115,931366
106.688,930092
107.679,931201
107.775,934880
110.9,937369
113.152,946047
114.861,942831
115.48,933989
116.74,937771
117.577,937469
118.649,932585
119.385,937758
119.651,937165
126.852,938378
127.15,934060
127.91,929864
128.038,925928
128.421,932665
129.779,931089
130.09,941055
130.618,939875
133.04,938083
134.241,943446
134.355,940161
134.797,935304
135.622,938606
136.812,938331
137.276,939634
137.391,938919
137.794,939903
138.477,941869
139.15,939081
139.248,941745
139.687,945619
141.573,955342
144.342,956186
147.228,953750
148.015,956674
151.57,954332
152.432,954312
152.633,962691
152.726,960649
154.326,961369
155.937,960748
156.564,960243
156.747,956815
157.12,950212
157.526,954297
159.961,956780
160.135,967478
161.438,962230
161.643,963095
161.86,958868
162.358,957535
162.832,961128
164.609,960844
165.879,956862
165.986,951226
167.471,951414
167.994,955566
170.35,958779
170.429,959555
170.988,952288
171.027,951599
173.917,939765
174.237,938646
174.361,937660
174.73,930227
175.879,936320
175.88,935141
176.916,931969
177.389,928229
178.119,930463
179.107,931359
181.102,930665
182.273,939855
183.696,938609
184.433,936714
185.316,931179
187.628,925377
188.195,919038
188.659,918346
189.904,925190
190.703,924193
191.353,920518
194.099,922090
194.325,919313
194.635,922065
196.47,915314
197.73,916002
198.55,926036
200.415,924068
200.929,918489
201.49,918811
201.817,928804
203.143,922737
203.962,921906
206.037,918822
208.095,922919
208.985,924635
210.339,928217
210.846,929354
213.093,929179
213.551,935645
215.28,934186
217.71,928722
218.579,927678
218.709,929448
220.472,917539
221.058,914515
221.058,922161
222.544,922890
222.546,925779
222.79,924544
222.907,917760
226.289,923044
227.041,927464
227.097,925506
227.142,917400
228.518,919477
228.828,923847
229.078,921396
230.377,925103
233.365,932154
233.754,933688
234.827,937464
239.221,935226
241.207,939477
