time,direction
2.042,S
3.492,B
4.739,B
6.409,B
7.543,S
9.087,S
10.422,S
11.262,B
12.101,B
14.668,S
15.556,S
21.406,B
21.566,S
27.761,B
28.794,B
31.121,B
32.387,B
32.837,B
34.741,B
36.515,B
38.458,S
42.846,B
43.969,B
44.189,B
45.076,B
46.225,B
46.367,B
46.762,B
48.202,B
53.714,S
54.964,B
56.052,S
56.113,B
59.32,S
61.733,B
62.443,S
62.84,S
63.123,S
63.26,B
63.753,B
66.682,S
68.006,S
69.503,S
76.197,B
78.429,S
79.641,B
80.839,B
81.089,S
84.197,B
85.885,B
88.907,B
93.621,S
95.329,B
97.879,B
99.395,S
100.34,B
100.647,B
104.249,S
106.76,B
107.518,S
108.53,B
115.734,B
117.236,S
120.14,S
125.806,B
128.159,S
128.27,S
129.156,S
136.963,S
137.135,S
138.016,S
140.523,S
145.471,S
147.917,S
151.051,B
152.913,B
157.302,S
159.671,B
161.166,B
164.346,S
165.597,B
166.401,S
167.483,B
168.177,B
168.793,S
172.532,B
174.525,S
179.32,S
179.695,B
181.086,S
181.891,B
183.015,S
183.488,S
183.608,B
184.553,S
186.588,B
186.641,S
187.367,S
187.75,S
191.688,B
200.926,B
203.183,B
204.68,S
208.124,B
212.657,B
215.919,S
217.083,S
220.668,B
224.572,B
224.903,B
225.4,B
225.983,B
226.624,S
227.99,B
228.859,S
229.251,B
231.189,S
231.608,S
232.876,B
235.481,S
240.834,B
