time,size
0.494,990537
1.86,980440
3.934,983975
4.815,985258
6.929,982019
9.853,982408
10.392,983037
11.228,992048
12.168,994103
13.799,994203
14.68,998446
17.232,1000394
17.558,1003328
19.195,1001317
19.95,992307
20.985,995679
21.176,992403
22.882,992962
23.178,1004586
23.302,995964
23.544,997024
27.371,993054
27.797,986870
28.931,989894
29.081,989771
30.756,987638
31.268,984121
31.902,986369
32.111,982128
34.135,971490
35.732,973429
36.143,974118
37.343,979199
37.396,979063
39.288,972707
39.543,977889
40.194,970984
42.445,965523
43.803,958880
45.074,959929
45.991,957092
47.41,954209
47.823,949660
48.302,948696
49.377,939033
49.676,932449
49.772,933201
50.358,930971
51.054,926600
51.794,931602
52.284,930852
52.665,941350
52.682,942315
53.408,948693
55.008,949204
56.826,941978
58.185,937913
58.918,931981
59.338,931005
59.417,934018
61.302,932373
61.509,926898
61.811,930291
62.047,930740
62.536,932847
62.548,942549
63.154,944374
63.652,951523
64.078,944544
64.491,943141
64.56,946048
65.521,944317
66.171,947779
66.281,948014
66.743,944687
66.975,954958
68.18,954663
69.939,950597
70.82,953815
72.755,948447
73.082,950229
73.808,953913
74.848,954758
74.991,952528
79.781,947122
80.6,941875
81.121,950189
85.925,944103
86.164,945736
86.663,942365
86.915,947522
87.477,957218
88.416,957772
89.324,958356
90.277,956378
91.017,952625
91.274,954458
93.271,949888
93.364,946359
95.013,940428
95.383,939586
96.246,940069
96.269,949242
98.592,952246
101.437,953254
102.039,952743
102.119,960711
102.933,959353
104.342,970826
105.019,972948
106.487,964748
107.21,960197
107.542,966457
110.494,973071
113.537,975871
114.43,966345
116.855,959214
117.711,954177
119.579,948443
120.658,954712
123.119,955450
124.446,956298
124.646,955011
125.097,954070
125.321,955763
125.768,959423
127.167,950882
127.307,952963
127.531,942544
127.63,938807
128.502,940216
133.188,943429
135.988,940733
136.214,935093
137.934,925659
138.52,931137
140.593,921003
140.863,924493
142.762,924199
143.914,930003
146.004,926215
147.002,924347
148.757,919835
148.888,915650
149.788,913267
150.003,912483
150.735,917864
151.451,927976
152.142,930335
153.013,931370
153.192,937908
154.02,939509
154.922,938662
158.996,930550
159.292,937182
159.459,942479
159.83,942767
160.28,946511
160.578,946715
164.497,948905
164.524,948345
165.005,953311
167.725,951117
168.693,948015
168.819,952731
170.481,943934
171.121,947058
172.265,942144
172.311,936241
173.049,932763
174.034,931597
174.109,929707
176.534,924147
178.898,923948
180.224,924347
180.253,918275
180.489,922699
181.378,921926
182.009,913463
183.282,915003
183.568,919126
183.581,923487
185.382,929491
185.729,931528
187.942,926608
189.14,923461
190.758,924033
191.042,918753
197.633,919893
198.937,926114
199.063,923286
199.509,925405
201.248,915682
202.52,917071
202.853,918891
204.351,929016
205.576,932610
205.589,926095
206.067,929932
210.214,923300
210.712,917081
210.844,921239
212.13,922839
212.795,920119
213.181,929748
214.332,931883
218.356,939777
219.19,929887
219.208,934474
221.545,933755
222.56,940969
222.632,939002
223.181,934271
225.548,939734
226.517,935349
227.933,930773
228.026,921809
228.292,923326
230.048,928809
230.574,929156
232.439,925990
232.506,925996
233.056,928336
233.528,937284
235.663,932758
237.374,931449
237.692,936175
238.627,937200
240.805,933381
