time,direction
5.139,S
5.234,B
7.474,B
13.334,B
13.578,S
13.817,S
14.031,B
18.529,S
23.825,S
26.264,B
26.494,S
29.343,B
29.5,B
31.075,B
31.155,S
33.229,S
35.834,B
36.767,B
39.717,S
40.667,B
41.464,S
42.115,S
43.227,B
45.899,B
46.379,B
47.615,S
49.626,B
54.042,S
54.62,B
55.76,S
55.857,B
58.38,B
61.044,S
62.476,B
63.322,B
65.484,S
67.326,S
67.704,S
67.738,B
70.33,B
70.465,B
75.003,S
75.892,B
77.195,S
79.571,S
83.534,B
84.161,S
86.064,B
88.277,S
88.981,B
95.918,S
97.91,S
100.03,B
107.418,S
111.737,B
113.971,S
117.541,S
119.082,S
121.772,B
126.618,S
129.054,S
129.221,B
130.235,S
133.364,S
136.543,B
138.484,S
138.744,S
143.734,S
143.787,B
144.035,S
145.877,S
147.432,B
149.358,B
149.365,S
151.676,S
152.76,S
153.266,S
153.718,S
154.54,S
154.94,S
154.985,S
162.59,S
163.934,B
166.063,B
167.306,B
168.158,S
169.185,B
169.754,S
170.061,B
174.984,S
177.656,S
178.555,B
181.712,B
186.539,S
187.485,B
187.506,B
191.073,B
191.791,B
195.679,S
196.779,B
197.044,S
197.203,S
198.457,B
204.505,S
206.914,B
214.981,B
215.239,B
217.193,S
217.373,B
217.693,B
219.255,B
221.355,B
221.498,B
229.015,B
229.519,S
236.046,B
236.698,B
236.701,S
237.543,B
237.573,S
241.714,S
