time,size
1.5,1003172
3.756,1005562
9.927,992274
13.542,990650
14.294,981575
15.542,993568
17.456,987255
19.043,989653
20.67,987694
26.813,988308
27.363,993911
30.287,1001068
33.391,993781
35.29,995660
35.793,998538
40.518,1001818
41.197,1003552
42.34,1004104
43.081,1004055
49.313,990236
53.186,988493
56.338,985961
62.512,994105
62.585,987167
65.334,978637
68.703,985292
69.746,990106
74.472,989515
78.474,989825
81.057,992504
85.787,997016
86.167,990786
94.355,998013
100.125,994297
101.513,997332
102.283,996365
106.658,994191
110.359,995905
111.95,997367
114.514,990936
115.873,1004895
116.153,997395
119.733,1002984
123.769,1004138
124.025,1011187
127.649,1005037
130.257,1012196
132.681,1013663
145.103,1011574
148.85,1013695
150.515,1011860
150.66,1018653
151.162,1014636
161.973,1019390
166.345,1012875
168.364,1014455
174.512,1006519
175.363,1004204
177.771,1009370
184.059,1007467
185.101,1009833
185.613,1012364
188.751,1017303
191.906,1023825
192.352,1020706
192.677,1028124
199.742,1029679
201.55,1034117
203.075,1028900
203.685,1039992
205.513,1035076
205.968,1031626
207.812,1036383
208.777,1037212
211.168,1047993
212.424,1043415
212.996,1040968
218.126,1039959
218.765,1043879
220.508,1047342
226.752,1048041
228.808,1041593
229.027,1045516
231.547,1045665
239.802,1041551
241.672,1029137
