time,size
0.133,997451
1.201,1001901
3.047,998047
3.422,1000920
4.69,1005641
8.115,1009019
9.274,1003656
10.846,996924
11.023,997985
11.626,1004315
13.448,1006281
14.813,1004718
15.711,1001572
26.496,1001188
26.694,1005309
32.455,1001983
33.529,1001415
35.743,1010299
40.842,1007840
42.587,1011963
47.832,1012846
49.606,1016713
50.409,1009152
51.023,1003637
51.381,1010645
54.248,1005956
55.246,1003507
62.09,1006705
62.478,1009204
63.189,1004068
72.887,999251
74.108,997518
81.029,992002
86.568,990467
88.036,988577
93.626,992684
95.824,993214
96.246,992044
98.739,992764
99.343,1008979
107.301,1013577
108.837,1013943
109.024,1013517
110.474,1014248
110.511,1015726
123.381,1014676
126.8,1022409
144.559,1028984
144.937,1036136
147.407,1044765
149.413,1044744
153.27,1044666
154.201,1046713
157.831,1049308
159.859,1051371
161.446,1048182
166.016,1042434
168.226,1040031
169.392,1042840
173.797,1042018
175.988,1035700
179.081,1033036
182.298,1033080
184.432,1040969
184.976,1047960
186.403,1044017
186.451,1047311
187.823,1044864
188.203,1049989
191.029,1035827
196.227,1034392
196.596,1032373
199.056,1024139
199.152,1014530
201.965,1012768
204.941,1011997
208.853,1017118
209.935,1024525
215.204,1023670
219.536,1024120
222.407,1024005
225.377,1025953
225.591,1028832
226.185,1026767
228.165,1034251
233.522,1030522
234.953,1035025
235.524,1034298
239.973,1034762
242.421,1031142
