time,direction
1.858,S
4.801,B
14.377,S
17.102,S
19.636,S
33.796,B
35.579,B
41.51,S
53.132,S
55.152,B
59.43,B
60.641,S
67.04,B
75.384,S
79.626,B
79.667,B
90.364,S
91.149,B
93.61,S
100.02,S
110.748,S
113.144,S
113.597,S
113.893,S
124.567,B
135.228,S
135.626,B
140.245,B
140.742,B
142.906,B
144.278,B
145.96,S
152.922,S
157.188,S
163.788,S
165.703,S
165.753,S
172.09,B
176.253,S
181.678,B
186.7,B
196.778,S
200.743,B
202.563,B
204.865,S
206.727,S
208.623,B
210.312,B
215.957,B
223.013,S
228.464,B
229.273,B
232.442,B
257.856,B
