time,direction
2.258,B
2.856,S
8.392,S
12.424,B
12.904,S
18.244,B
25.941,B
32.186,B
36.997,B
40.909,S
41.656,B
52.452,S
55.84,S
62.624,S
64.496,S
68.757,S
70.265,S
78.698,S
80.688,S
84.288,B
84.499,S
104.936,S
110.682,S
112.79,S
115.05,S
133.367,S
135.003,B
138.176,B
138.988,S
139.095,B
141.145,B
148.682,S
156.009,B
156.873,S
159.049,B
161.354,S
163.474,B
178.525,S
183.573,B
184.707,B
190.466,S
191.62,B
196.585,B
197.324,B
203.25,S
204.091,B
215.976,B
222.838,S
224.496,S
230.189,S
235.302,S
236.35,B
254.146,S
