time,direction
1.9,S
2.92,B
5.107,S
6.682,S
9.029,S
11.578,B
19.666,B
19.895,B
27.221,B
30.951,S
34.978,B
37.022,B
45.584,S
50.459,B
50.789,B
60.534,S
64.751,B
65.484,S
67.307,B
79.841,S
80.687,S
80.817,S
84.782,S
93.361,S
93.964,S
101.882,B
107.034,S
107.565,S
121.369,B
121.675,B
122.866,S
125.981,B
128.926,B
141.418,S
153.883,B
163.598,B
164.114,S
171.097,B
171.827,S
185.315,B
187.616,B
191.766,B
200.047,S
200.782,S
206.761,S
208.299,S
210.9,B
213.65,S
218.012,S
218.018,S
221.946,B
223.2,B
223.859,S
227.469,B
233.408,S
242.177,B
