time,size
0.0,1002861
0.002,1003337
0.007,1009203
0.009,1008701
0.011,1003067
0.016,1003684
0.017,999630
0.017,996054
0.017,1003095
0.019,1002776
0.026,1003689
0.027,1009231
0.03,1009760
0.03,1010438
0.031,1011414
0.032,1010851
0.04,1006772
0.044,1004119
0.048,1001470
0.05,997712
0.053,998221
0.055,1001168
0.056,1001858
0.059,1014218
0.06,1018324
0.061,1019721
0.062,1010556
0.065,1000793
0.074,996655
0.076,1000382
0.079,992417
0.085,989447
0.086,979855
0.091,982399
0.097,983443
0.102,979223
0.106,979494
0.108,981213
0.109,976757
0.118,978655
0.127,967226
0.129,961192
0.131,964289
0.133,953339
0.134,951257
0.134,951889
0.136,957871
0.14,962099
0.143,961416
0.144,959883
0.144,957239
0.146,950018
0.15,952135
0.15,951610
0.156,952313
0.157,954578
0.158,958497
0.159,961142
0.161,958958
0.164,960121
0.169,964458
0.17,966799
0.17,975396
0.171,965605
0.173,976170
0.175,973466
0.176,975991
0.18,975524
0.184,976306
0.19,979294
0.197,981687
0.202,983111
0.204,983560
0.205,991251
0.206,991689
0.206,992201
0.206,1002759
0.213,986731
0.215,983136
0.218,981853
0.221,979982
0.225,974486
0.228,972179
0.231,968470
0.233,972515
0.233,978134
0.239,983511
0.251,977328
