time,direction
2.913,S
6.495,S
6.892,B
15.531,S
16.15,B
16.972,B
18.178,B
24.851,B
26.977,S
27.913,B
30.15,S
42.241,B
43.976,S
50.891,B
52.883,B
55.529,S
57.443,S
57.763,S
58.301,B
70.502,S
71.367,S
77.814,S
78.868,S
82.59,S
82.804,S
84.046,B
90.503,B
97.931,B
100.963,S
102.102,S
106.482,B
106.734,S
111.095,S
113.101,S
113.87,S
117.437,S
130.302,S
130.646,S
133.447,B
139.83,B
150.131,B
152.213,S
162.83,B
165.505,B
168.031,B
169.022,B
182.564,S
188.337,B
193.755,S
193.882,B
197.455,S
207.138,B
219.045,S
226.384,B
227.871,B
228.348,S
230.875,S
237.134,S
240.989,B
