time,size
0.016,998326
0.019,995768
0.019,996722
0.027,993620
0.031,992903
0.042,997526
0.044,1003982
0.05,1006977
0.053,999406
0.053,997285
0.054,997258
0.054,997521
0.055,997729
0.063,1003324
0.065,996617
0.07,1000205
0.07,998872
0.07,999151
0.071,1002396
0.075,999493
0.076,1000657
0.082,1000846
0.085,999528
0.089,991462
0.09,993172
0.092,989700
0.095,991023
0.097,990780
0.098,994268
0.102,1002080
0.11,999637
0.119,993901
0.123,990084
0.124,985982
0.127,987683
0.133,990569
0.143,1002601
0.144,1001200
0.146,1000959
0.147,1001823
0.149,1000952
0.153,1001936
0.156,1000763
0.157,1007200
0.16,1014038
0.161,1011209
0.167,1016341
0.168,1014241
0.168,1015729
0.178,1011907
0.18,1008638
0.181,1011237
0.182,1015525
0.186,1003602
0.188,1002787
0.189,1002076
0.189,1002847
0.194,1004486
0.194,1001374
0.195,1000225
0.201,1011983
0.202,1018249
0.203,1016025
0.208,1015351
0.209,1014289
0.21,1009314
0.213,1012304
0.215,1003003
0.216,1004330
0.221,1008772
0.221,1007179
0.227,1002863
0.228,995785
0.229,988801
0.23,994523
0.235,993515
0.239,993660
0.249,995400
