time,size
0.015,1002031
0.017,999003
0.02,995191
0.036,989126
0.04,989786
0.044,976815
0.046,977578
0.046,982256
0.047,980894
0.048,982737
0.054,984368
0.058,973145
0.061,973098
0.061,979386
0.061,979369
0.063,981633
0.068,979816
0.072,979926
0.072,977431
0.073,982848
0.081,982551
0.085,981096
0.091,970750
0.093,973194
0.096,982398
0.1,985100
0.103,981462
0.107,982386
0.11,978683
0.113,969462
0.115,974701
0.116,980096
0.124,983531
0.125,984906
0.126,982263
0.13,980034
0.139,984656
0.14,987238
0.14,989053
0.142,991852
0.146,991971
0.153,993572
0.158,995268
0.158,1000166
0.158,1001671
0.161,997976
0.163,1003378
0.167,1003511
0.168,1004680
0.168,1005892
0.169,1002192
0.172,1001796
0.173,995290
0.174,992769
0.176,993619
0.18,993071
0.181,991392
0.181,986315
0.187,990626
0.188,988412
0.193,987045
0.197,982931
0.197,978109
0.198,989353
0.207,994636
0.207,996187
0.208,981520
0.221,979319
0.222,979484
0.224,965678
0.233,967353
0.24,971623
