time,direction
0.001,S
0.01,B
0.013,B
0.014,S
0.015,S
0.016,B
0.017,B
0.029,S
0.03,B
0.032,B
0.039,B
0.039,B
0.04,S
0.046,S
0.051,B
0.052,S
0.055,S
0.055,S
0.062,S
0.066,S
0.071,S
0.073,S
0.082,B
0.084,S
0.086,S
0.087,S
0.093,S
0.1,S
0.1,S
0.1,B
0.102,B
0.107,S
0.109,S
0.113,S
0.113,B
0.116,B
0.117,S
0.119,B
0.12,S
0.121,S
0.123,S
0.128,S
0.138,B
0.14,B
0.143,S
0.146,B
0.153,S
0.159,B
0.162,S
0.163,S
0.164,S
0.164,S
0.166,S
0.169,B
0.169,B
0.173,B
0.177,S
0.183,S
0.185,B
0.2,S
0.202,S
0.211,S
0.212,S
0.212,B
0.217,B
0.218,S
0.221,B
0.225,B
0.227,S
0.23,S
0.23,S
0.233,S
0.24,S
