time,size
0.504,1005962
0.937,1009597
1.652,1010606
2.275,1018606
2.616,1032359
4.007,1036835
5.762,1043150
9.253,1043998
10.414,1040731
11.348,1038759
11.445,1036858
11.975,1026385
12.326,1020742
15.093,1019503
15.452,1023711
15.672,1024171
15.972,1022281
16.25,1021840
16.305,1023729
17.922,1028160
19.93,1020121
20.093,1018060
20.254,1011620
21.818,1005310
22.047,997869
22.985,990340
24.047,988958
24.371,987778
24.707,994583
25.09,993112
25.537,990207
27.348,989684
28.932,990213
29.104,992198
29.735,991358
29.959,987134
30.872,979050
31.649,976229
31.652,976193
32.997,982992
37.961,979105
38.01,972753
38.246,970603
38.433,963595
40.002,964727
41.037,972135
43.439,975165
44.291,972182
44.973,966653
46.185,964319
49.501,961076
49.959,956522
50.804,950859
54.387,955974
54.602,963555
55.343,954419
55.408,944189
55.695,945873
56.538,931292
57.132,926287
57.702,926167
64.361,932891
64.819,931813
66.427,934441
66.492,930083
67.52,928518
69.019,925790
69.059,926512
70.115,933294
70.395,936038
70.733,941145
72.672,946733
73.716,944362
74.655,942382
76.266,931503
76.825,947538
79.127,939884
79.738,942201
80.182,952316
81.732,949934
85.597,940891
90.851,945808
91.192,950380
91.638,950394
93.194,949746
93.459,949816
95.782,954331
96.352,945008
96.526,951077
97.038,939825
97.156,940703
99.134,935986
100.822,930356
101.26,925203
101.69,924323
102.677,922901
105.833,912408
106.182,912425
108.165,904728
112.445,896334
113.41,894632
113.445,894365
113.476,885971
113.508,879407
114.681,878230
114.766,875361
114.92,881018
115.539,885439
115.61,890008
118.55,894852
119.582,894659
120.118,895583
122.122,892320
122.298,893580
123.484,893178
123.744,896545
125.089,899586
126.404,901942
127.155,904570
128.016,902639
128.427,911400
128.927,907617
131.407,914105
133.965,912990
134.985,916719
135.237,917498
135.602,909353
136.232,902222
137.471,901899
140.429,902489
141.536,898121
142.075,896359
142.448,891072
142.944,887857
144.978,887405
145.855,883217
146.851,889403
149.709,888895
149.849,890779
149.911,882873
150.869,879855
150.975,873754
152.129,876946
153.307,876066
153.795,872806
154.476,876120
156.625,873676
156.709,869695
157.236,872356
158.655,883556
159.856,882696
160.094,874652
160.355,869556
160.872,867189
161.653,859489
162.161,858978
164.57,857713
165.62,854913
165.659,852662
166.255,848669
167.081,846823
167.654,847250
168.974,853342
169.005,848411
169.514,849960
173.681,845431
177.025,842774
179.962,847086
180.848,855354
182.515,856252
182.894,859027
185.377,858209
186.792,847691
187.081,855405
187.274,863612
188.471,867589
193.192,872705
193.28,864820
193.854,869300
194.365,867357
194.397,867981
202.969,861739
206.255,862852
206.26,859621
206.334,868684
206.868,868234
212.207,867078
214.842,870449
216.735,872649
217.478,873377
218.581,868198
218.837,871520
220.248,863655
220.334,859569
221.505,859886
223.613,870877
224.508,864008
226.376,861129
227.259,858437
227.608,863017
230.357,870400
231.581,869002
232.715,871222
232.718,863939
233.122,856844
234.753,860116
235.085,851957
235.601,852136
236.453,851586
236.593,845467
238.629,842404
240.004,848806
