time,size
3.887,992369
4.38,995095
9.649,990458
10.918,992382
26.827,993733
32.44,992386
38.113,997291
39.031,999832
39.761,998506
40.035,1010882
41.19,1010311
41.961,1008388
47.038,1017770
50.395,1013463
50.534,1019074
51.123,1027467
56.567,1030346
60.789,1036296
69.275,1028451
70.274,1027963
74.045,1031839
75.342,1031891
76.779,1034020
76.868,1036508
84.666,1031236
85.054,1031185
85.613,1029942
90.343,1017154
92.014,1017914
94.253,1022574
95.501,1020457
99.205,1025854
106.804,1034337
110.324,1036788
111.841,1029622
121.063,1029805
123.053,1027585
125.371,1029826
126.667,1025103
127.165,1030623
127.335,1033748
128.861,1041167
132.91,1040192
138.785,1034937
141.951,1039375
148.572,1037847
149.583,1033172
149.872,1037981
151.175,1035394
152.662,1028464
153.994,1028297
156.734,1022926
157.374,1015475
159.784,1016465
161.015,1014553
165.971,1016542
168.168,1017817
171.193,1015845
175.505,1017088
179.815,1010094
183.652,1008792
186.308,1011085
186.848,1004390
188.468,999800
190.804,1006397
194.396,1007288
195.459,1000093
197.164,997714
197.805,1001605
205.864,992092
211.899,990167
212.246,1002700
220.053,1007133
221.454,1009270
225.675,1004920
226.286,1005537
232.648,1013041
234.949,1005692
235.454,1009572
239.539,1002253
241.948,996146
