time,size
2.087,1011284
17.3,1002130
17.746,1000363
23.699,999686
42.519,1005859
43.175,1005647
52.354,1009482
57.719,1005628
64.646,1018744
67.567,1023098
72.216,1014874
72.538,1021803
85.953,1015601
87.562,1013985
88.365,1016466
91.062,1023012
93.312,1023028
96.352,1015198
100.96,1013070
112.083,1015181
114.32,1018319
131.502,1013083
135.059,1013718
137.128,1001786
139.607,1005080
140.346,1007224
146.381,1000276
148.104,999599
153.922,1001840
155.283,1004596
155.407,998381
161.73,991761
163.797,999922
167.757,1008191
169.093,1014242
171.544,1015593
171.986,1014805
172.728,1023660
173.636,1018716
179.818,1019183
180.585,1019983
185.431,1029463
186.224,1026524
189.026,1020108
190.226,1025165
191.51,1026115
197.903,1031070
201.842,1038141
203.456,1044478
205.182,1037607
206.656,1034075
207.05,1040392
208.621,1034545
208.983,1037757
209.252,1041071
210.393,1040933
213.531,1046633
216.442,1051259
217.046,1051781
221.593,1054205
225.224,1056653
231.491,1058930
231.519,1062873
233.849,1059410
249.731,1069524
