time,direction
0.135,B
1.172,B
2.484,S
8.265,S
8.749,S
15.004,B
15.033,B
18.185,B
21.018,B
24.194,B
26.803,S
26.872,B
28.064,S
30.241,B
34.014,S
46.447,B
47.179,S
48.247,B
51.822,B
62.717,S
65.613,B
68.043,B
90.033,B
94.157,B
95.353,B
99.317,B
104.388,S
106.193,S
106.655,B
110.662,S
111.257,S
113.777,S
117.111,S
120.397,B
127.793,S
132.958,B
133.022,S
134.369,B
135.652,B
137.64,B
138.252,S
149.259,S
149.457,S
155.512,B
157.701,S
158.615,B
158.685,B
161.41,B
170.992,S
180.766,S
191.787,S
193.047,S
195.983,S
196.866,B
197.245,B
199.12,B
214.001,B
215.295,S
222.144,S
223.524,S
224.184,S
225.949,S
232.302,S
234.534,S
241.209,B
