time,size
0.188,989748
0.244,993909
1.622,1002799
3.291,995409
5.626,997012
5.814,993678
5.845,998008
6.059,995206
6.184,987342
8.574,982792
9.737,987263
10.768,988774
12.187,980896
13.876,975907
15.102,972543
15.355,970723
17.087,970794
19.97,972537
22.486,968529
24.623,966628
25.369,969561
29.751,973515
29.94,971366
30.741,972437
32.412,963002
35.04,967538
37.197,979327
39.297,977764
41.415,975621
42.031,981429
42.161,979264
42.512,974906
44.573,977398
44.802,979155
47.547,983912
49.644,991317
50.859,991526
51.328,985648
53.521,980093
53.898,973911
55.99,970852
56.123,976480
57.69,972009
57.769,967368
59.788,964465
60.803,965605
62.997,966112
63.02,971091
64.012,978127
64.129,979896
64.448,975430
64.873,975884
69.933,973791
71.566,975479
74.202,980433
74.339,981733
74.582,984219
76.401,985964
76.586,980376
76.738,973894
77.677,972597
80.801,975688
83.7,978887
84.377,981363
88.029,977427
88.13,978205
88.821,977023
88.864,970139
89.468,972217
91.31,974122
92.093,974488
95.954,979708
96.169,976319
98.929,986363
99.345,982904
103.199,981533
103.305,991047
103.458,985918
103.663,991506
105.033,990932
105.911,988160
108.718,987191
110.475,988854
111.26,988849
112.139,983852
114.033,988967
116.521,989622
117.084,986800
118.308,983663
120.237,975971
121.019,974970
121.866,984236
122.179,988130
122.365,989662
122.679,979560
123.724,974984
125.153,977071
126.068,986358
126.207,999943
126.955,1003190
131.229,1002636
131.425,1003492
131.954,992426
132.949,984231
133.195,983472
135.725,982124
136.341,977067
138.799,975105
138.95,987719
140.51,979345
140.88,973295
141.404,971058
143.264,973640
143.649,977025
143.83,979337
143.961,976791
144.349,983392
144.686,988478
145.753,990856
147.515,997610
148.585,994590
148.717,985402
149.319,984667
149.715,992054
150.702,992223
150.869,987425
151.161,993997
151.317,996626
152.208,999456
155.521,999895
155.528,996966
156.879,992399
159.018,996736
162.896,1005095
164.494,1010597
164.571,1006059
164.79,999552
165.26,990216
167.916,985721
168.131,979282
168.848,975167
168.861,979176
171.539,976213
172.588,979419
175.312,972393
176.845,966633
177.176,962064
177.363,966177
178.196,966478
180.244,963092
180.292,957876
180.747,954484
182.598,942945
183.103,932473
184.289,928860
185.503,924990
187.713,924166
188.229,914154
188.834,922149
189.397,925964
191.054,916329
192.664,924563
192.779,920861
193.086,913254
193.915,916072
194.081,906329
195.1,912416
196.375,907068
196.575,911736
196.928,907940
197.365,910722
197.479,913611
198.932,908705
199.635,893852
201.176,890626
201.612,889971
201.712,888493
203.502,889135
204.321,890649
204.448,885148
207.447,886685
208.277,880209
208.461,881070
209.438,875517
210.647,883501
211.977,882125
212.81,879852
213.113,880863
214.41,877709
214.62,884339
215.121,891396
217.712,892930
220.014,887404
220.166,888915
220.54,894017
221.098,898341
222.646,901222
223.936,899464
225.084,904439
225.101,903557
225.361,904224
225.848,905735
225.92,903736
227.581,912092
227.799,910452
228.652,920851
231.621,920930
231.728,921187
232.018,922393
232.608,926738
234.177,929311
234.456,927710
235.959,930294
236.668,937294
237.846,934755
238.948,934708
239.303,927739
240.493,928459
