time,direction
5.521,B
6.103,B
7.875,S
10.52,B
10.853,S
12.409,B
12.929,S
20.52,B
22.281,S
24.051,B
28.57,S
34.561,S
34.719,S
35.257,B
37.469,S
38.351,S
38.952,S
39.187,S
40.73,S
41.172,S
41.363,B
41.682,S
42.671,B
44.248,S
47.985,B
48.134,B
54.387,B
54.527,B
57.397,B
59.097,B
59.986,B
60.364,B
62.573,S
64.815,S
68.713,B
70.16,B
75.955,S
76.857,S
77.548,S
89.101,B
91.083,B
91.106,S
93.826,B
98.313,B
106.917,B
109.946,S
110.042,S
110.614,B
112.542,S
113.595,S
116.172,B
116.711,B
118.165,B
125.623,S
129.612,B
129.722,B
129.789,S
133.717,S
139.019,B
139.502,S
142.648,S
143.107,S
143.267,B
143.296,S
145.722,S
145.724,B
148.569,B
154.343,B
155.602,S
160.026,B
166.427,B
166.69,B
168.955,B
169.397,B
170.654,S
170.944,S
172.283,B
174.111,B
174.934,S
179.119,B
179.83,S
180.403,S
184.788,S
187.351,B
187.884,S
192.318,B
197.375,B
200.718,S
200.945,S
203.069,S
204.491,S
207.224,S
209.789,B
211.495,B
213.852,S
213.991,B
214.141,S
218.473,S
218.69,S
219.508,B
220.591,B
225.736,S
225.86,S
226.685,B
229.297,B
229.765,B
229.955,B
233.203,B
233.574,S
236.602,B
237.538,S
237.708,B
237.862,B
239.734,B
241.363,B
