time,size
0.005,1003320
0.134,1002288
2.966,1006953
3.473,999340
5.811,991152
5.865,1001279
5.869,996039
7.331,996094
7.804,994053
8.277,997995
8.798,996083
13.432,994429
14.384,993682
15.816,985421
17.222,985260
17.376,974372
17.395,975662
18.312,974654
18.38,970455
21.794,979563
22.346,976144
22.712,978462
23.444,972284
23.82,967862
24.084,978805
24.683,981315
27.364,975887
27.983,980076
28.507,971363
28.727,978398
28.869,985190
29.452,983701
37.187,987783
37.241,979985
37.336,978425
37.445,975237
39.587,980786
40.134,982275
41.924,989962
42.446,986535
43.712,982866
44.985,979920
45.734,977456
49.597,976969
49.84,980844
53.221,976415
53.319,967297
53.712,973096
53.955,975616
55.675,979874
55.982,979890
58.642,983072
58.716,978450
59.993,985137
60.215,983882
64.279,984881
65.013,977969
66.653,980784
68.923,979834
69.176,980883
70.061,979388
71.512,979583
71.55,977006
71.683,975361
73.18,975574
73.561,975502
73.659,981018
74.647,979805
75.154,981281
75.335,983134
75.419,976706
76.975,969604
77.033,978250
77.372,980298
79.199,985398
79.398,991868
79.484,993254
80.074,1001315
81.348,1003052
81.672,1002185
82.714,1003297
83.974,1007260
84.32,1006260
84.617,1002944
84.748,1004110
85.784,1000842
85.814,994127
86.563,1005955
86.672,1006533
87.067,1007989
87.994,1002317
88.408,1001734
88.56,1000384
89.338,999729
91.483,992285
92.831,990309
93.663,983574
93.701,988782
94.723,992768
96.339,998875
97.759,1002967
98.294,1004895
98.621,1007161
99.908,1006848
100.213,1001550
101.129,1002654
101.445,1004064
102.654,1001698
103.826,1001305
105.837,1007107
105.845,1002141
106.41,999774
108.539,997614
108.545,990591
108.798,992964
109.209,995925
110.774,994748
111.082,990158
111.771,992006
112.714,994647
112.789,994144
113.168,995243
113.301,997377
114.581,987188
115.118,986170
115.392,993424
116.041,996271
116.735,995568
122.68,998778
127.141,991182
127.507,999906
128.304,997695
130.499,997438
130.762,1005688
131.611,997251
132.479,995271
132.685,994301
132.942,991806
133.64,993935
133.805,992171
133.98,988743
135.16,976536
136.025,977218
138.084,974750
139.096,974771
139.218,975323
140.058,976243
141.035,978304
142.239,977724
142.292,976429
143.627,976902
144.581,984113
144.726,986444
148.1,985276
150.66,993002
150.681,978421
151.071,981577
153.565,982932
155.66,991350
156.042,989263
157.973,993751
158.226,989830
159.066,994267
159.087,1001480
160.424,1000795
161.298,1004916
161.816,1005869
163.828,1002120
165.52,1005528
166.506,1003816
167.85,1007132
168.206,1010170
169.972,1010908
171.26,1006702
171.756,996869
172.458,991885
172.854,995396
175.598,999567
175.894,1003303
176.819,991993
178.69,994645
179.177,990278
180.05,1001273
180.39,992748
181.939,994493
182.034,991652
182.054,983170
182.931,984574
183.628,983596
183.904,985608
183.998,981651
184.923,991317
187.961,993546
188.807,988265
189.77,984930
190.049,985763
191.128,990454
191.631,987571
191.704,994824
193.273,1001326
193.818,1004146
196.368,998798
199.144,996283
200.831,996138
201.476,1001409
201.98,1006291
202.173,1005362
202.224,1011956
203.394,1014836
203.545,1015678
205.325,1014080
205.466,1009378
207.652,1016409
207.909,1019469
209.134,1022131
210.923,1029645
214.835,1023022
216.239,1013486
216.427,1009556
217.232,1000551
217.539,997272
218.688,991689
218.997,995734
220.745,1003385
221.359,1015793
222.349,1008035
225.517,1014412
225.614,1018379
225.845,1019049
226.115,1017129
227.062,1011963
228.01,1015863
228.093,1017917
228.232,1024866
228.904,1016045
230.097,1017141
230.55,1018047
230.795,1020453
231.889,1023317
233.324,1020652
235.252,1027401
237.832,1023187
239.136,1025627
241.197,1026842
