time,size
0.286,998986
1.334,998272
3.368,1010051
4.978,1017251
7.572,1013401
8.11,999150
10.683,993522
12.079,994766
12.583,995949
13.122,998658
14.119,994493
15.616,999946
16.328,997403
17.302,991943
17.713,987112
23.005,982575
23.169,979186
23.392,966367
26.147,962967
26.471,963454
28.316,964320
30.218,959690
30.461,955950
31.379,952853
34.968,951672
35.905,945153
37.264,944235
37.929,947598
39.014,942204
41.157,942815
41.935,937942
45.188,939175
46.156,949595
46.444,954406
47.497,950404
47.822,939277
49.374,938523
50.819,942786
53.636,942840
53.78,936449
54.18,940492
55.202,941927
55.416,948585
57.058,951618
58.223,957910
58.441,960011
58.78,953307
62.848,953761
63.444,950727
63.961,949945
66.579,953697
66.771,957503
67.661,950668
67.932,950639
67.939,950474
68.644,951351
69.384,949748
70.799,955137
71.362,960978
71.482,973025
73.96,975937
74.747,975889
75.908,974226
76.358,978078
77.906,973283
77.951,971591
79.414,969855
79.608,976694
79.893,980683
81.247,976001
82.174,977156
82.377,977834
84.032,973967
85.08,966681
86.293,967893
87.691,963850
88.006,967217
91.326,971662
94.581,970057
94.961,974175
95.152,978910
96.681,976405
97.159,976171
98.766,973314
100.188,975989
101.754,972173
102.66,967394
103.368,968860
103.79,971980
103.945,967311
104.329,966250
104.773,974231
105.105,973685
105.356,964554
105.425,970046
105.506,970618
106.532,970154
107.139,963500
108.394,972686
109.416,966307
109.893,958239
112.189,957073
112.603,962410
113.27,956549
115.264,944553
116.097,937372
117.188,933120
117.522,937348
118.526,936669
118.576,934311
119.46,936983
119.521,932437
121.104,930251
126.795,931810
127.35,941952
128.404,949837
128.7,947403
129.0,953090
129.558,952437
132.481,952346
135.073,956057
135.333,955738
135.509,956326
136.475,950238
140.002,952362
140.665,944455
140.735,944782
141.2,945274
142.098,937420
143.468,942058
143.728,939751
146.629,947566
147.704,950118
149.225,952194
149.4,956040
149.714,947069
150.853,955706
150.876,958804
153.412,963519
154.166,962262
154.255,969892
154.795,972589
155.813,977031
156.749,975666
157.04,976302
157.05,982571
157.578,988378
157.583,980835
157.695,983500
158.492,984990
161.332,985556
165.95,987913
166.392,985057
168.659,980848
169.657,981992
169.786,977637
170.004,981961
170.362,982532
172.639,981289
172.756,983987
174.802,980894
175.12,973924
176.671,969300
176.948,977654
177.23,982199
177.85,977745
177.882,983193
178.124,986538
178.637,981329
185.478,977637
186.537,981930
187.371,981350
187.635,980541
188.603,966321
190.595,964537
190.767,967830
193.318,968555
193.979,977945
195.841,969356
197.68,970809
198.057,972876
199.256,975697
200.348,980033
203.588,975321
203.833,972308
204.022,975491
204.892,971092
204.938,978723
205.032,987553
206.087,993111
206.663,988430
207.25,982311
207.517,978493
208.423,975387
209.016,973438
211.002,974574
212.99,976532
213.526,976242
213.637,975493
213.828,969586
214.064,969134
214.384,963023
215.461,960681
215.658,964341
218.234,966937
219.15,966390
219.349,964106
219.963,962926
221.594,972039
223.899,970104
224.019,961621
225.212,957312
225.896,950816
226.167,949386
227.189,946823
227.616,942100
230.334,941889
230.418,940196
232.504,941820
232.847,937160
235.422,932168
237.882,939607
238.166,932407
238.883,936820
239.552,931402
239.559,935559
241.566,930519
