time,size
5.931,1009331
7.483,997961
9.956,995241
11.862,988264
15.645,984888
24.957,981898
30.671,985126
33.514,982680
33.847,988183
38.736,992674
39.217,994125
42.926,992348
46.628,997982
55.709,1006885
60.581,1009498
60.594,1003288
61.614,1015965
62.533,1017058
64.667,1018588
67.564,1014941
67.576,1016113
71.448,1019371
73.835,1015325
78.39,1014595
82.167,1013181
82.802,1008611
86.438,1017690
87.048,1014643
87.918,1026163
91.56,1019265
93.652,1020847
93.668,1014077
95.708,1016493
97.714,1015614
102.792,1013719
105.403,1011883
109.323,1016641
110.068,1012983
110.193,1016275
112.692,1012145
113.424,1011030
117.312,1005267
118.73,1004251
119.336,1002606
119.588,1006387
120.972,1007294
122.556,1016681
123.155,1014076
125.948,1019347
126.289,1018006
127.211,1022655
132.757,1019762
133.088,1018016
136.608,1021047
137.218,1033836
142.103,1032224
142.836,1036782
149.139,1036053
149.549,1033090
153.116,1033365
154.472,1027858
155.395,1030063
156.957,1033163
157.217,1036356
166.945,1029610
167.555,1031530
168.722,1030883
169.804,1033336
171.384,1027495
172.502,1025783
174.355,1027567
175.553,1031202
180.677,1035901
186.074,1035194
195.936,1024637
197.966,1033343
199.433,1040667
199.727,1036886
204.836,1033760
211.707,1033981
216.904,1037170
220.042,1037252
225.934,1032121
229.692,1033026
236.144,1021801
237.79,1018781
238.626,1012106
243.156,1013462
