time,direction
1.798,B
13.757,B
16.941,S
17.199,B
20.01,B
21.532,S
28.335,S
29.047,S
29.716,B
31.078,B
44.011,B
48.622,B
50.104,B
62.5,B
62.926,B
64.666,B
64.74,S
84.887,S
92.776,B
93.925,S
94.809,B
96.073,B
102.132,B
111.068,B
126.231,B
128.842,B
138.11,S
141.915,B
149.219,S
151.219,S
154.256,B
157.958,S
168.007,S
173.261,B
174.002,S
177.967,B
189.759,S
190.268,B
194.105,S
195.231,S
196.209,B
198.42,B
199.4,S
205.916,B
209.567,S
210.11,S
211.386,B
211.529,S
217.259,S
221.172,S
222.185,S
227.914,S
228.947,B
229.14,B
239.036,B
240.543,S
