time,size
0.003,991488
0.003,987711
0.004,981904
0.005,981702
0.006,983346
0.007,973195
0.007,975046
0.01,984251
0.01,982847
0.014,982571
0.018,980009
0.019,983738
0.02,982655
0.025,978848
0.027,977710
0.029,975692
0.03,973374
0.031,973242
0.036,969895
0.038,963506
0.04,965774
0.043,970504
0.046,971241
0.047,971113
0.049,962318
0.051,965024
0.062,956192
0.066,952785
0.067,952007
0.069,965013
0.07,966126
0.074,954524
0.079,955250
0.091,954937
0.097,952228
0.1,942872
0.106,946810
0.111,947894
0.118,947618
0.12,963304
0.123,960518
0.126,959393
0.127,962841
0.13,960380
0.131,961503
0.133,968104
0.141,969685
0.145,965438
0.148,957314
0.165,955325
0.166,946191
0.167,942989
0.169,936356
0.172,930124
0.177,932053
0.18,935844
0.181,936155
0.183,936666
0.184,939576
0.186,935173
0.198,924282
0.201,916790
0.203,916023
0.203,915201
0.205,909847
0.205,913332
0.207,906330
0.21,909108
0.212,903668
0.214,902166
0.217,909484
0.22,905824
0.225,913361
0.228,904252
0.232,901599
0.232,905757
0.247,910337
