time,direction
7.209,S
11.758,B
13.263,B
14.716,B
14.984,B
24.939,B
26.307,B
39.345,B
40.799,S
45.487,B
51.309,S
52.186,B
53.136,B
53.223,B
55.568,S
65.069,B
67.694,B
68.455,B
69.109,S
70.213,S
76.97,S
77.473,B
77.55,B
79.75,B
80.857,S
83.273,B
86.88,B
89.235,S
89.27,B
90.254,S
91.079,B
93.427,B
95.205,S
97.889,B
110.372,S
111.506,B
113.335,B
116.417,S
116.889,S
117.236,S
119.126,S
124.267,S
125.477,B
128.179,S
141.585,B
144.949,S
148.876,B
149.147,B
151.407,S
153.343,S
153.901,B
155.018,B
158.194,S
165.337,B
166.883,S
171.704,B
171.958,S
176.071,B
179.612,S
180.06,S
181.939,B
196.259,B
203.973,S
206.882,S
208.283,B
209.005,S
210.423,B
213.345,B
215.346,S
224.522,S
226.095,S
227.225,S
232.803,S
235.741,S
239.607,S
243.624,B
