time,size
0.328,993352
8.972,995134
8.998,999151
11.743,996320
12.532,993902
16.977,995480
19.345,999649
20.638,1006394
25.472,1009491
26.581,1004754
26.996,998765
32.796,997441
34.865,999105
41.615,996342
57.828,994436
58.412,992297
61.027,996416
62.931,994919
76.704,1005236
79.458,1000243
80.447,1003521
81.036,998621
85.445,1000974
87.071,1000435
87.083,998981
87.151,996861
95.574,1000825
95.656,1005869
102.688,1003250
107.027,998619
111.273,1004461
111.704,1004085
111.972,1010791
115.951,1014407
116.976,1016500
117.84,1024506
120.538,1021013
125.105,1009480
126.282,1014392
134.52,1022052
137.662,1026018
141.971,1028372
142.78,1022607
145.574,1024664
145.609,1027315
147.357,1025076
149.88,1027607
167.451,1020736
168.966,1014766
175.706,1010854
178.306,1007863
182.34,1010508
187.493,1016471
188.795,1013803
189.69,1012879
190.831,1012381
191.59,1004462
192.066,1002704
193.989,1002140
195.095,1001801
197.114,1009007
198.194,1010467
203.036,1007128
204.277,1004630
206.918,1003185
208.976,1003436
209.955,1004784
210.555,1007447
212.562,1006046
213.705,1006415
220.289,1009342
225.882,1015686
228.396,1017946
228.951,1016118
229.057,1012138
234.847,1013138
234.952,1012720
235.305,1008178
236.268,999237
238.089,1000992
238.471,995058
242.14,998383
