time,size
0.003,999539
0.004,998596
0.007,998612
0.009,994124
0.011,990805
0.015,991527
0.017,990995
0.019,983576
0.02,977274
0.021,977984
0.024,980618
0.026,983005
0.028,993401
0.031,992634
0.032,983631
0.032,979118
0.032,987212
0.034,987745
0.035,992857
0.036,992429
0.036,993047
0.038,992909
0.039,995962
0.067,1004637
0.067,1006353
0.07,1005069
0.072,1009126
0.073,999014
0.075,998567
0.078,999252
0.081,1009286
0.081,1005996
0.083,1001788
0.091,999088
0.092,990264
0.096,992597
0.097,989130
0.098,998302
0.101,1003336
0.101,1002134
0.102,999896
0.103,1004782
0.105,1001459
0.108,1004242
0.108,1002343
0.111,1001152
0.112,1001796
0.116,993463
0.116,993913
0.116,1005217
0.118,1007329
0.124,1001466
0.124,998081
0.125,999806
0.125,1002685
0.125,1005191
0.129,1009962
0.131,1012272
0.132,1009801
0.139,1003348
0.141,1008556
0.148,1008943
0.151,1007237
0.159,996074
0.162,1008463
0.163,1002809
0.163,999490
0.164,1001595
0.167,994532
0.169,1000167
0.179,1005478
0.179,996269
0.187,985006
0.198,981912
0.201,981205
0.211,981485
0.214,987607
0.216,987720
0.22,996001
0.222,998303
0.225,994545
0.226,992639
0.228,994726
0.23,991743
0.232,991908
0.234,986448
0.234,993114
0.238,986278
0.238,988811
0.243,984222
