time,size
2.08,1002199
11.986,997554
13.009,996907
13.243,1003791
13.246,1007043
17.979,1009633
20.404,1006418
21.091,1006097
22.162,1007737
22.836,1008987
31.58,1010227
36.997,1005721
49.996,995702
58.345,989768
63.461,990972
65.147,993855
69.775,997694
71.215,994689
72.004,991368
73.662,1000276
84.548,1004293
84.767,1011683
84.999,1005499
85.334,1013642
88.653,1012949
91.043,1015294
91.744,1021269
95.245,1020495
97.394,1019346
100.69,1032744
104.112,1041686
105.635,1037529
107.419,1045695
113.387,1041583
123.322,1046748
123.338,1055181
123.6,1053294
126.945,1044289
130.22,1038700
134.282,1041404
140.231,1040612
140.263,1045792
142.447,1040633
146.851,1045260
154.098,1048637
157.886,1046958
158.702,1048626
160.364,1049724
162.286,1042804
164.898,1046037
169.805,1041170
169.992,1042192
170.192,1051293
171.76,1058401
172.254,1050795
176.853,1061565
176.88,1062819
179.978,1069088
181.375,1075972
185.445,1085860
186.219,1087932
187.279,1092713
189.094,1097792
189.319,1092671
204.349,1094199
205.723,1099674
205.859,1108493
208.506,1105396
209.709,1105312
211.337,1111235
212.339,1115082
212.567,1108513
213.902,1108974
217.138,1111423
219.647,1112717
223.143,1105446
223.374,1113888
224.948,1107447
225.289,1116756
225.645,1123675
231.852,1126287
232.009,1128082
232.671,1135808
233.684,1138793
236.68,1147317
238.37,1155911
241.345,1164296
