time,direction
2.771,B
6.272,S
10.921,B
12.489,B
12.97,S
17.135,B
29.719,S
32.276,B
34.847,S
38.398,S
41.738,S
42.255,B
44.314,B
50.593,B
52.61,B
65.783,S
72.141,B
74.406,B
76.355,S
76.402,S
84.737,B
90.509,S
94.175,B
99.05,B
100.994,S
106.619,B
107.101,S
108.062,B
110.157,B
110.166,B
111.152,S
114.094,B
118.028,S
120.946,B
121.426,B
123.629,S
126.238,B
132.952,S
149.853,B
155.431,S
155.748,S
159.713,B
171.2,B
175.25,B
176.342,S
180.537,B
183.947,B
191.664,S
195.839,S
195.967,B
200.168,S
204.098,B
204.34,S
204.883,B
206.924,B
207.208,B
208.446,B
211.187,B
211.786,B
212.41,B
216.407,S
217.023,S
227.678,B
228.259,S
229.403,B
238.231,B
244.611,S
