time,direction
0.375,S
11.411,S
11.452,B
15.119,B
22.19,S
26.983,S
38.993,B
50.572,S
51.285,S
64.839,S
68.171,S
69.058,B
70.5,B
72.206,B
72.429,B
74.512,S
78.345,S
79.701,S
81.096,B
89.062,S
89.417,B
92.709,S
97.901,B
101.534,S
103.524,B
105.788,B
115.691,B
123.937,S
124.142,S
124.157,S
135.982,B
136.362,B
143.082,S
145.521,S
158.901,B
159.634,S
165.443,S
165.682,S
170.658,S
173.976,S
176.597,S
177.011,S
178.659,B
181.974,B
185.962,B
189.225,S
191.425,B
191.476,S
191.887,S
192.348,S
205.683,B
217.005,S
217.327,S
217.855,S
223.21,B
224.137,B
225.304,S
229.007,S
234.353,S
235.017,S
245.525,S
