time,size
0.0,1003822
0.005,1005822
0.005,1004939
0.008,1006585
0.01,1006152
0.016,1005238
0.018,1005081
0.019,1005237
0.019,996829
0.019,988556
0.019,986747
0.025,981526
0.031,986943
0.032,985623
0.033,988134
0.038,995635
0.04,996438
0.04,1007418
0.041,1003788
0.046,1008338
0.048,1012134
0.049,1010164
0.05,1005867
0.051,1002199
0.052,1003185
0.055,1000662
0.055,995072
0.057,1004064
0.059,1018408
0.06,1021872
0.063,1025216
0.065,1022671
0.069,1020881
0.072,1024357
0.076,1037273
0.08,1040736
0.091,1051364
0.093,1058104
0.097,1053462
0.1,1064314
0.102,1059134
0.102,1065185
0.109,1064601
0.111,1072544
0.111,1070947
0.117,1071322
0.117,1081485
0.119,1088763
0.126,1086543
0.128,1096908
0.137,1089078
0.138,1081438
0.141,1088823
0.147,1092480
0.148,1096305
0.149,1092340
0.15,1095157
0.156,1095402
0.162,1097025
0.162,1100652
0.165,1109620
0.167,1102922
0.167,1098863
0.173,1102016
0.176,1111463
0.177,1108477
0.178,1109118
0.18,1113816
0.182,1113674
0.183,1103242
0.184,1102854
0.185,1105949
0.186,1105620
0.187,1114156
0.188,1113930
0.189,1113101
0.189,1111088
0.191,1116054
0.197,1110791
0.197,1116416
0.198,1111374
0.207,1107169
0.214,1104752
0.217,1112142
0.224,1113336
0.227,1110860
0.232,1116668
0.232,1114775
0.237,1120898
0.244,1119579
