time,direction
10.797,B
15.95,B
18.185,B
21.829,B
22.024,B
24.122,B
30.04,S
31.26,B
38.67,S
40.169,S
40.197,B
42.456,S
42.634,S
43.901,B
49.427,B
49.716,B
55.345,B
55.414,S
57.687,B
58.835,B
62.805,S
66.951,B
70.682,S
71.207,S
78.334,S
78.874,S
80.795,S
83.83,S
85.041,S
87.857,S
91.348,S
92.499,B
92.722,B
93.804,B
94.513,B
97.52,S
99.711,S
100.192,B
102.505,B
103.806,B
104.395,B
112.454,B
114.996,B
123.051,S
127.031,S
127.992,B
131.136,S
139.471,S
140.649,B
146.826,S
150.089,B
151.88,B
162.07,B
166.229,S
166.397,B
170.762,B
171.949,S
172.649,B
175.179,B
179.683,S
182.009,B
183.124,S
184.012,S
187.339,S
189.025,S
189.829,B
192.595,B
192.988,S
196.639,B
202.09,S
208.766,B
209.05,S
209.892,S
211.476,B
216.172,S
222.82,B
224.474,S
234.758,S
235.558,S
235.627,S
242.265,B
