time,direction
0.854,S
2.469,S
3.443,B
23.025,S
23.149,B
27.484,S
31.168,B
31.273,B
32.136,B
34.014,B
37.424,S
38.036,S
43.055,B
50.014,S
50.285,S
56.43,B
57.632,S
68.06,B
68.492,S
70.552,B
73.412,B
75.369,S
80.274,B
83.606,B
87.771,B
97.386,B
103.482,S
121.339,S
124.744,B
126.395,S
128.816,S
130.145,B
139.497,S
139.558,B
139.836,B
142.871,S
143.046,S
144.276,B
144.738,B
150.941,B
154.223,B
156.031,B
161.936,B
161.973,S
161.982,S
163.144,S
163.779,S
166.934,B
173.146,S
175.339,S
176.285,B
179.666,B
188.202,S
191.913,B
193.015,S
194.66,S
195.737,S
207.545,S
212.589,S
214.362,S
214.916,B
223.565,B
232.238,B
234.54,S
237.706,B
238.706,S
238.74,S
242.624,B
