time,size
0.0,995536
0.001,995725
0.004,989556
0.008,996311
0.009,994150
0.012,988828
0.014,989542
0.015,994161
0.02,989519
0.021,991558
0.023,986034
0.023,985763
0.03,986091
0.034,985212
0.036,994435
0.037,992719
0.039,998865
0.049,989994
0.049,990911
0.06,985738
0.064,980672
0.064,982362
0.075,982482
0.079,981656
0.08,980356
0.083,977845
0.085,978543
0.089,979643
0.094,982440
0.098,982914
0.106,979235
0.117,977550
0.117,975439
0.119,978341
0.12,972899
0.124,979624
0.124,976638
0.125,978371
0.125,981235
0.126,977961
0.127,968252
0.133,964171
0.134,959450
0.135,965714
0.135,964182
0.135,961086
0.142,963212
0.143,969115
0.147,963632
0.149,973367
0.149,971540
0.154,972063
0.156,969229
0.157,974377
0.162,979539
0.165,976345
0.168,971150
0.168,973168
0.177,977451
0.179,981072
0.181,977684
0.182,979989
0.183,988239
0.184,985003
0.184,982761
0.185,982837
0.192,982605
0.193,985681
0.205,990793
0.206,996041
0.207,1003946
0.207,1011268
0.209,1008399
0.211,1001587
0.212,1002587
0.213,1004837
0.217,992977
0.22,999270
0.221,1002484
0.223,991370
0.226,1000737
0.229,995695
0.233,989667
0.242,998674
