time,direction
16.872,B
23.956,B
28.31,S
32.009,S
45.784,S
62.334,B
65.904,S
65.914,S
66.697,S
70.829,B
79.549,S
84.045,S
87.757,B
93.202,B
99.973,B
103.596,B
103.693,S
107.73,B
110.314,S
111.333,S
116.247,S
116.907,S
119.886,S
122.704,B
123.675,S
127.596,B
131.726,B
140.941,B
144.883,B
148.165,B
150.897,B
152.58,S
155.136,B
159.93,S
167.934,S
170.528,B
175.511,B
175.568,S
178.29,B
179.029,S
187.385,S
188.768,S
188.888,S
191.291,S
193.487,B
195.379,S
201.195,B
201.411,S
203.14,S
207.097,B
208.276,B
215.744,S
220.04,B
223.237,S
227.179,S
233.529,B
243.432,B
