time,direction
5.713,B
7.069,B
9.268,B
14.822,B
23.991,B
24.053,S
24.696,B
25.627,B
26.213,B
34.486,B
36.823,B
38.89,S
40.038,S
43.421,B
43.463,S
59.384,B
63.017,B
66.689,B
70.289,B
71.006,S
75.905,B
78.882,B
82.338,S
93.003,S
96.239,S
96.295,B
105.18,S
105.461,B
120.092,S
126.244,B
131.124,S
133.941,B
136.453,B
136.599,S
137.692,S
144.076,B
150.892,S
152.111,B
156.126,B
156.204,B
160.411,S
165.207,S
165.926,S
173.462,B
174.629,B
177.806,B
178.218,B
181.666,S
189.469,B
191.997,S
193.144,S
193.471,S
200.079,S
204.937,B
206.462,S
209.788,S
211.552,S
216.611,B
224.334,B
231.972,S
233.87,S
236.752,S
242.111,S
