time,size
0.001,1004764
0.007,1005332
0.013,1004662
0.014,1019201
0.015,1013949
0.026,1020287
0.027,1016763
0.028,1019428
0.031,1023595
0.033,1023446
0.038,1030152
0.039,1034219
0.039,1042117
0.05,1046467
0.055,1045173
0.057,1051947
0.059,1052992
0.061,1051307
0.062,1059595
0.066,1062246
0.066,1060140
0.069,1056214
0.073,1063083
0.075,1063223
0.078,1069693
0.079,1070430
0.081,1072660
0.083,1078250
0.085,1071608
0.089,1073815
0.091,1075616
0.091,1075351
0.107,1080576
0.109,1080707
0.113,1086380
0.115,1094907
0.116,1098077
0.117,1092323
0.122,1087826
0.122,1096122
0.124,1099366
0.132,1103190
0.135,1101468
0.137,1097089
0.149,1094939
0.153,1092151
0.155,1097182
0.156,1097116
0.156,1092437
0.159,1092393
0.163,1084492
0.164,1080050
0.167,1076599
0.167,1076143
0.174,1076719
0.177,1077979
0.179,1082065
0.181,1080343
0.181,1086859
0.183,1092097
0.188,1092290
0.19,1089173
0.193,1103522
0.199,1098627
0.2,1094009
0.201,1097025
0.201,1093057
0.201,1094202
0.207,1086811
0.207,1094713
0.21,1086121
0.214,1087634
0.221,1089989
0.229,1090951
0.237,1098979
0.24,1102754
