time,size
0.001,1004332
0.003,1009222
0.014,1016897
0.016,1013338
0.039,1027451
0.041,1020920
0.043,1020357
0.044,1010921
0.052,1005348
0.065,1002130
0.066,1004826
0.067,997532
0.069,996537
0.073,1001804
0.08,992637
0.081,990630
0.083,983324
0.084,981256
0.085,993980
0.085,996511
0.086,998927
0.088,992853
0.089,990451
0.089,983818
0.091,976221
0.093,974922
0.095,981414
0.096,993888
0.099,993192
0.109,991707
0.109,988097
0.109,978359
0.121,977358
0.121,975222
0.127,976543
0.128,978009
0.139,969543
0.142,969199
0.143,964844
0.148,966442
0.153,964036
0.157,959916
0.161,957692
0.165,959500
0.166,957247
0.166,965854
0.172,976743
0.177,972763
0.179,972949
0.179,973754
0.183,967565
0.184,960269
0.185,955798
0.187,952202
0.188,953023
0.198,957512
0.199,939608
0.2,934105
0.202,931915
0.21,927480
0.215,925714
0.217,923925
0.225,925725
0.232,933028
0.236,930986
0.237,926072
0.242,925816
