time,size
0.006,999139
0.009,999231
0.01,999719
0.01,1002262
0.012,999915
0.015,1006188
0.019,1009029
0.02,1013324
0.021,1012136
0.022,1016397
0.025,1007944
0.026,1016931
0.028,1022705
0.032,1023545
0.038,1019562
0.046,1017778
0.05,1020822
0.051,1020845
0.051,1018989
0.058,1012949
0.06,1011889
0.062,1016080
0.065,1010399
0.067,1012344
0.067,1015604
0.071,1012387
0.077,1011404
0.084,1009606
0.085,1005175
0.087,1004593
0.087,995840
0.092,995343
0.095,989906
0.098,986398
0.104,990111
0.105,995785
0.106,997961
0.106,1004421
0.109,1007191
0.111,1001121
0.114,1003870
0.123,999310
0.126,993360
0.127,1005508
0.128,1000161
0.129,1000548
0.135,994403
0.138,994876
0.14,991685
0.14,1004644
0.144,1000579
0.146,998733
0.146,994228
0.146,995530
0.146,995431
0.158,997188
0.159,996101
0.161,994833
0.163,997176
0.179,997382
0.184,995328
0.186,991293
0.187,984616
0.187,989138
0.192,990292
0.195,991736
0.196,999198
0.197,1002319
0.199,1000158
0.207,1007865
0.218,1008098
0.219,1019219
0.22,1023915
0.226,1034961
0.229,1035559
0.23,1037513
0.232,1038651
0.239,1039181
0.242,1033813
